Date,Open,High,Low,Close,Shares Traded,Turnover(₹ Cr)
17-Jul-19,11780.6,11819.45,11762.7,11798.45,648150183,19742.39
18-Jul-19,11787,11787.55,11688.25,11701.4,690348502,21030.04
19-Jul-19,11736.75,11750.45,11498.95,11519.25,708959465,23834.02
22-Jul-19,11493.8,11498,11397.8,11456.25,705728307,23740.85
23-Jul-19,11480.85,11498.95,11408.25,11436.55,677175001,23512.99
24-Jul-19,11429.55,11465.5,11322.8,11360.15,708854870,24019.64
25-Jul-19,11381.75,11456.65,11339.45,11352.35,789190281,29697.55
26-Jul-19,11350.35,11416.05,11312.75,11394.7,776989626,24346.12
29-Jul-19,11413.85,11416.35,11252.95,11290.9,1287644420,22652.68
30-Jul-19,11313,11367.5,11167.1,11179.55,1027842998,25177.09
31-Jul-19,11129.45,11245.55,11089.2,11221.2,863147144,27779.96
01-Aug-19,11164.05,11186.8,10981.95,11080.9,803068344,25245.67
02-Aug-19,11030.05,11180.8,10944.4,11100.45,1005932582,29326.82
05-Aug-19,11001.6,11004.4,10887.45,10970.05,791957616,24641.49
06-Aug-19,10923,11122.4,10921.45,11058.9,826578515,25880.9
07-Aug-19,11070.05,11090.4,10951.3,10970.55,879003009,25407.64
08-Aug-19,11017,11169.85,10960.75,11144.15,863782500,26095.34
09-Aug-19,11198.95,11296.6,11175.9,11222.2,887924510,26046.9
13-Aug-19,11248,11253.2,11004.9,11027.4,1034564056,29466.84
14-Aug-19,11096.7,11178.2,11036.1,11133.75,868086016,25506.57
16-Aug-19,11141.95,11172.8,11029.1,11154.55,895118491,23332.94
19-Aug-19,11200.25,11251.45,11144,11158.95,645261155,18027.94
20-Aug-19,11169,11179.35,11083.9,11115.6,774295643,20932.05
21-Aug-19,11119.05,11131.15,11000.75,11012,868735164,20896.08
22-Aug-19,10999.1,11001.8,10815.45,10836.85,1109590806,23878.59
23-Aug-19,10797.25,10958.95,10730.9,10925.9,1072172091,25729.56
26-Aug-19,11098.75,11164.05,10852.45,11152.65,1147522062,27569.8
27-Aug-19,11201.8,11249.35,11154.5,11213.7,1202290996,37681.31
28-Aug-19,11212.85,11239.25,11096.7,11154.55,912210588,21010.36
29-Aug-19,11107.6,11135.85,11034.3,11069.3,989250934,23992.56
30-Aug-19,11110.1,11174.35,11002.2,11155.1,971311298,26138.2
03-Sep-19,11092.1,11098.1,10900.45,10925.2,722969994,21112.26
04-Sep-19,10919.95,10977.05,10861.95,10964.3,776602270,23428.9
05-Sep-19,10983.05,11043.25,10945.8,10975,842545723,22153.36
06-Sep-19,11011.5,11078.25,10989.5,11068.15,756179287,21658.81
09-Sep-19,11059.35,11147.7,11015.3,11122.95,616866329,17659.13
11-Sep-19,11147.9,11179.05,11129.45,11161.65,1042362202,25844.35
12-Sep-19,11185.5,11212.3,11096.45,11113.5,859345190,21580.36
13-Sep-19,11122,11213.65,11071.1,11205.1,929292369,22313.99
16-Sep-19,11123.9,11186.55,11100.65,11139.85,650416707,19764.77
17-Sep-19,11137.15,11137.15,10931.55,10951.55,851220149,22055.91
18-Sep-19,11007.9,11020,10938.25,10980.8,798888585,20215.8
19-Sep-19,10986.45,10986.45,10812.7,10848.85,1120155190,19913.7
20-Sep-19,10891.55,11524,10831.4,11432,2045265251,63828.6
23-Sep-19,11692.05,11837.65,11630.3,11746.25,1338329722,48476.23
24-Sep-19,11741.25,11797.8,11685.75,11737.45,965535012,32024.36
25-Sep-19,11713.1,11713.55,11558.75,11581.6,934419558,30170.99
26-Sep-19,11609.5,11751.15,11606.3,11714.85,1196607574,36975.92
27-Sep-19,11700.65,11741.15,11651.25,11663.5,979136708,24793.69
30-Sep-19,11643.55,11653.9,11532.1,11613.3,1439560001,31437.98
01-Oct-19,11655.5,11694.6,11380.8,11497.5,1876909436,36949.56
03-Oct-19,11458.9,11504.6,11393.55,11444.8,1395458125,27633.14
04-Oct-19,11516.45,11529.1,11287.5,11303.4,1247901278,27634.63
07-Oct-19,11320.55,11349.05,11225.3,11239.05,1061142532,24355.74
09-Oct-19,11263.8,11431.4,11200.95,11423.65,1204890333,27251.82
10-Oct-19,11390.1,11404.65,11320.4,11345,1254008680,25731.48
11-Oct-19,11368.9,11468.95,11299.5,11412.95,1159991457,29424.98
14-Oct-19,11444.6,11530.6,11403.9,11455.7,973252899,23123.85
15-Oct-19,11475.15,11575.75,11457.65,11544.45,897267904,25690.47
16-Oct-19,11580.8,11602.75,11537.55,11588.65,1093555770,27875.82
17-Oct-19,11592.6,11730.25,11567.3,11718.35,1269119374,28009.87
18-Oct-19,11715.1,11828.15,11688.05,11806.2,1266569197,29509.97
22-Oct-19,11806.05,11863.55,11733.5,11749.9,1288981608,37867.95
23-Oct-19,11758.85,11812.95,11713.9,11762.45,1047120652,29470.24
24-Oct-19,11817.45,11836.35,11690.85,11738.25,1675387538,31195.55
25-Oct-19,11794.5,11795.35,11641.95,11734.35,1470372841,31518.94
27-Oct-19,11814.1,11824.8,11761,11782.5,274741328,4386.81
29-Oct-19,11796.4,11961.75,11779.75,11942.05,1602095073,34384.78
30-Oct-19,12033.4,12038.1,11943.1,12002.95,1290447981,32297.57
31-Oct-19,12050.35,12099.1,12014.35,12037.25,2125487687,38729.7
01-Nov-19,12049.25,12082.05,12011.6,12047.8,1908441647,31986.59
04-Nov-19,12084.15,12140.6,12056.35,12089.15,1247189596,29637.89
05-Nov-19,12119.35,12123.8,12004.15,12056.15,1037106079,28097.58
06-Nov-19,12051.6,12139.6,11991.05,12104.2,1029509863,30410.03
07-Nov-19,12160.25,12161.6,12090.35,12152.95,1050826641,29804
08-Nov-19,12133.05,12173.95,12026.4,12044.85,1333744868,32266.89
11-Nov-19,12015.9,12071.05,12000.5,12053.3,950926939,23303.28
13-Nov-19,12053.65,12099,11961.75,11980.65,1159719494,28278.91
14-Nov-19,11998.1,12029.45,11935.85,12001.1,1378079286,25931.24
15-Nov-19,12034.55,12096.1,12008.55,12022.8,1653923262,28775.35
18-Nov-19,12043.9,12071.35,11995.2,12010.9,1272353250,23482.06
19-Nov-19,12041.4,12071.95,12000.85,12054.7,1906401025,32644.39
20-Nov-19,12117.35,12156.35,12083.8,12116.2,2681802230,31773.66
21-Nov-19,12146.05,12148.25,12070.9,12082.7,1654076974,28513.56
22-Nov-19,12083.2,12083.95,11999.5,12031.2,1146476236,25723.43
25-Nov-19,12039.95,12203.15,12037.3,12192.65,1295685591,26960.5
26-Nov-19,12230.95,12255.15,12117.6,12150.7,2947394322,69911.56
27-Nov-19,12183,12230.6,12172,12217.5,1172561401,26171.33
28-Nov-19,12246.75,12286.6,12216.35,12278.45,1570598065,31990.22
29-Nov-19,12275.95,12277.3,12145.6,12182.6,1603807228,33353.36
02-Dec-19,12255.4,12255.5,12147.7,12175.15,2434824538,31179.78
03-Dec-19,12196.15,12196.9,12079.15,12115.8,1560648131,25010.67
04-Dec-19,12089.25,12172.05,12057.65,12160.85,1670720452,28674.99
05-Dec-19,12183.9,12190.8,12106.9,12126.5,1070921388,25178.73
06-Dec-19,12156.15,12166.05,11990.3,12024.95,1338642525,24301.57
09-Dec-19,12041.25,12082.25,11987.3,12033.3,1115320862,22113.41
10-Dec-19,12046.4,12049.35,11935,11945.8,1222345671,22636.14
11-Dec-19,11957.75,12013.3,11918.95,11999.95,1415176257,24354.6
12-Dec-19,12037.95,12099.05,12026.4,12065.85,1061800238,23746.77
13-Dec-19,12120.15,12194.6,12118.25,12182.7,1131609701,27441.01
16-Dec-19,12222.85,12226,12137.4,12144.85,773530469,21280.81
17-Dec-19,12173.4,12266.15,12160.9,12248.95,972559023,25946.58
18-Dec-19,12280.05,12319.2,12240.75,12304.25,1029683849,27688.75
19-Dec-19,12306.7,12352.65,12280.35,12343.85,1007227537,24519.89
20-Dec-19,12351.9,12378.8,12340.05,12363.4,1203286549,33221.72
23-Dec-19,12330.35,12381.4,12304.4,12354.95,902079631,22567.18
24-Dec-19,12362.25,12375,12300.3,12312.1,725662777,17944.63
26-Dec-19,12311.25,12319.55,12221.65,12229.15,865726853,20886.92
27-Dec-19,12273.95,12355.65,12259.35,12344.6,711181375,18475.38
30-Dec-19,12373.05,12387.3,12313.1,12354.25,710778770,18112.89
31-Dec-19,12347.25,12347.25,12252.55,12267.75,753781413,19123.69
01-Jan-20,12299.85,12320.75,12263.2,12279.05,446251194,12946.17
02-Jan-20,12294.95,12387.65,12292.2,12380.5,645781490,19429.69
03-Jan-20,12359.7,12368.6,12292.4,12328.6,671669795,21761.81
06-Jan-20,12270.25,12278.25,12070.75,12090.6,652762014,21896.93
07-Jan-20,12174.65,12255.75,12106.3,12154.95,736051577,23115.45
08-Jan-20,12034.4,12145,12026.8,12131.45,948960796,22902.66
09-Jan-20,12259.55,12328.25,12241.75,12319.7,1053400858,24027.71
10-Jan-20,12372,12412.95,12316.6,12359.7,939484313,24092.51
13-Jan-20,12401.15,12442.55,12391.5,12436.45,783662824,22316.59
14-Jan-20,12442.6,12480.45,12417.7,12468.55,838396839,23098
15-Jan-20,12458.3,12470.35,12392.55,12458.85,974972459,23105.34
16-Jan-20,12468.6,12506.4,12431.5,12470.6,732714264,20716.27
17-Jan-20,12445.75,12500.95,12439.15,12471.15,1709289047,26290.92
20-Jan-20,12544.4,12544.4,12335.1,12343.2,1063748617,26310.52
21-Jan-20,12314.45,12349.4,12279.5,12287.25,1256487056,23778.92
22-Jan-20,12335.1,12341.1,12213.65,12230.85,1078861020,25914.85
23-Jan-20,12248.2,12321.4,12220.7,12312.9,1699254365,31059.04
24-Jan-20,12307.25,12410.8,12282.7,12386.95,937241490,23456.53
27-Jan-20,12336.75,12363.15,12249.45,12262.65,750304421,22836.18
28-Jan-20,12292.4,12311,12175.8,12203.2,912989710,27636.91
29-Jan-20,12262.75,12312.6,12251.3,12276.95,863864153,25719.49
30-Jan-20,12295.1,12297.3,12144.25,12165.4,964503298,25784.58
31-Jan-20,12228.95,12232.5,12071,12086.9,1147901344,32201.52
01-Feb-20,12066.05,12153.85,11738.45,11768.9,861850212,26736.34
03-Feb-20,11736.6,11864.3,11719.25,11820.3,1031833247,32677.02
04-Feb-20,11900.05,12099.35,11898.9,12091,902955660,30502.95
05-Feb-20,12121.05,12219.95,12071.9,12212,1096111366,29749.51
06-Feb-20,12243.95,12295.2,12211.6,12273.7,1013558973,32846.86
07-Feb-20,12286.85,12290.15,12223.7,12249.25,839983098,24798.34
10-Feb-20,12253.95,12254.95,12144.05,12185.35,828817060,23141.45
11-Feb-20,12260.2,12317.7,12237.8,12246.2,827144568,23461.08
12-Feb-20,12288.15,12362,12282.2,12327.7,932387054,24460.49
13-Feb-20,12342.25,12347.1,12266.25,12301.75,794527828,22112.85
14-Feb-20,12314.25,12369.4,12210.05,12230.45,2214334346,27360.17
17-Feb-20,12247.2,12271.7,12143.5,12152,1434093320,20180.71
18-Feb-20,12133.6,12134.45,12009.55,12098.9,1524574950,24093.02
19-Feb-20,12197.9,12256.2,12155.25,12248.2,1718114837,24625.16
20-Feb-20,12242.25,12288.9,12202.75,12211.3,1724531604,27469.65
24-Feb-20,12140.45,12140.45,11939.55,11957,1395035167,26193.74
25-Feb-20,12007.3,12018.45,11900.6,11917.3,1278186416,25453.59
26-Feb-20,11859.1,11902.15,11756.65,11790.1,1104078933,28427.31
27-Feb-20,11773.95,11776.1,11646.05,11746.85,1244139818,28322.9
28-Feb-20,11495.6,11497.9,11288.4,11316.3,1546581871,42627.48
02-Mar-20,11500.85,11560.15,11153.65,11251.55,1249491066,32933.97
03-Mar-20,11337.45,11471.1,11279.55,11430.85,1279395761,30668.35
04-Mar-20,11481.55,11485.5,11205.95,11372.85,1274895204,34539.84
05-Mar-20,11430.1,11515.55,11371.5,11397.9,1954755189,33959.11
06-Mar-20,11061.85,11163,10957.4,11119.65,2394161843,33293.23
09-Mar-20,10877.5,10886.3,10442.15,10583.05,2548062704,42528.38
11-Mar-20,10476.65,10673.25,10475.1,10578,2227115701,39439.35
12-Mar-20,10160.05,10160.75,9614.55,9693.95,2531991495,48213.9
13-Mar-20,9177.3,10248,8642.2,10050.25,3211802047,52776.56
16-Mar-20,9684.8,9728.1,9281.75,9316.95,2510748783,35882.43
17-Mar-20,9395.1,9531.95,9056.35,9105.4,1917292875,34565.89
18-Mar-20,9228.8,9265.3,8552.25,8607.95,4113890919,47452.77
19-Mar-20,8198.2,8703.85,7964.4,8388.7,1965626432,41562.69
20-Mar-20,8417.55,8995.35,8305,8852.05,2004820848,45760.73
23-Mar-20,8057.35,8272.35,7694.2,7719.1,1228948752,28137.78
24-Mar-20,7942.25,8133.9,7624.85,7897.4,1318518499,33330.26
25-Mar-20,7827.5,8442.8,7815,8388.2,1158184925,33725.02
26-Mar-20,8523.1,8832.25,8382.85,8732.1,1424521253,39406.13
27-Mar-20,9032.45,9135.85,8614.35,8747.05,1309947851,38419.2
30-Mar-20,8487.15,8683.15,8368.8,8405.3,893292409,29004.95
31-Mar-20,8652.65,8805.95,8483.4,8731.15,1107770001,32253.83
01-Apr-20,8722.1,8725.7,8351.75,8404.15,910933088,25488.84
03-Apr-20,8497.75,8497.75,8213.25,8240.2,1135951449,32267.62
07-Apr-20,8595.7,8958.95,8508.15,8934.6,1279303814,42550.8
08-Apr-20,8842.6,9288.35,8806.85,8921.3,1451866382,46311.32
09-Apr-20,9144.1,9300.05,9088,9282.85,1188555121,40931.47
13-Apr-20,9276.2,9282.95,9080.2,9177.7,1738753990,34515.9
15-Apr-20,9366.1,9449.35,9072.9,9128.25,1956343583,50455.2
16-Apr-20,9057.55,9258.05,9020.55,9197.1,1470438278,38832.98
17-Apr-20,9523.15,9523.6,9283.55,9453.5,1683221443,42323.52
20-Apr-20,9573.75,9574.2,9416.85,9442.6,1384639426,36228.06
21-Apr-20,9202.9,9237.4,9107.9,9175.65,1229727241,36995.76
22-Apr-20,9215.55,9388.3,9130.85,9372.3,1473594215,42639.31
23-Apr-20,9419,9521.55,9365.6,9486.7,1597917146,37049.73
24-Apr-20,9340.8,9463.45,9312.15,9323.7,1232232691,40835.66
27-Apr-20,9427.75,9544.2,9419.2,9462.15,1022920718,34065.01
28-Apr-20,9570.6,9582.4,9434.15,9545.05,1167294737,36412.49
29-Apr-20,9576.75,9754.15,9561.5,9710.7,1383333673,38769.8
30-Apr-20,9906.05,10031.95,9883.55,10006.9,1643801529,48154.19
04-May-20,9682.65,9683.25,9430.35,9454.05,1424063547,37809.41
05-May-20,9591.7,9615.8,9344.55,9358.9,1220003370,37305.02
06-May-20,9379.35,9489.25,9266.1,9428.55,1455393069,38245.56
07-May-20,9394.25,9437.8,9335.5,9351.45,1076714362,65216.51
08-May-20,9522.65,9528.35,9395.45,9408.65,1011497649,36485.11
11-May-20,9505.95,9596.8,9393.45,9411.7,1916995744,37488.23
12-May-20,9343.6,9415.05,9218.45,9372.25,1648822311,44434.96
13-May-20,9752.35,9752.45,9518.8,9552.65,1710074994,44540.75
14-May-20,9396.85,9465.85,9310.05,9333.1,1170951485,37325.06
15-May-20,9371.9,9372.05,9240.95,9320.6,1080340845,32597.28
18-May-20,9339.9,9340,8988.95,9004.4,1441748253,40515.87
19-May-20,9140.95,9209.25,9036.05,9060.15,1915613615,38341.53
20-May-20,9069.7,9276.6,9055.2,9249.15,1358836937,36714.21
21-May-20,9265.75,9366.75,9243.8,9299.8,1335073201,36437.05
22-May-20,9263.25,9344.05,9165.45,9226.8,1318601668,38328.88
26-May-20,9284.35,9341.4,9187.8,9219.6,1141939246,36694.87
27-May-20,9267.75,9488.35,9186.7,9471.6,1234643132,40241.14
28-May-20,9519.7,9669.05,9492.75,9648.2,1701278974,45022.21
29-May-20,9584.05,9777.1,9542.55,9759.45,3947490978,61200.67
01-Jun-20,9900.7,10093.15,9882.7,9996.4,1791819753,47449.27
02-Jun-20,10051.2,10153.85,9998.4,10139.75,2138778507,45759.1
03-Jun-20,10266.9,10336.65,10194.05,10220.25,2215510124,49058.64
04-Jun-20,10219.75,10293.35,10108.5,10198,2108980071,46575
05-Jun-20,10265.7,10357.5,10213.85,10324.15,3270327392,47732.95
08-Jun-20,10506.25,10506.3,10298.65,10346.7,3471432404,49786.27
09-Jun-20,10367.75,10472.8,10202.7,10231.25,2788328255,47367.79
10-Jun-20,10255.45,10322.1,10211.55,10291.7,2144837522,37579.29
11-Jun-20,10271.65,10297.95,10066.6,10082.1,3371136358,40894.26
12-Jun-20,9720.55,10180.8,9719.65,10158.3,2676409014,45968.33
15-Jun-20,10113.4,10141.15,9924.1,10005.8,1909180732,40173.96
16-Jun-20,10200.45,10230.6,9917.4,10097.35,2063440331,44250.42
17-Jun-20,10060.15,10186.15,10020.95,10069.75,1459838530,38092.94
18-Jun-20,10051.45,10276.9,10033.15,10258.15,1868154105,35071.29
19-Jun-20,10289,10434.6,10246.75,10407.75,1958325647,62395.47
22-Jun-20,10487.2,10568.75,10453.1,10494.35,2367953979,45993.71
23-Jun-20,10534.95,10674.4,10491.5,10660.8,1565717249,44163.3
24-Jun-20,10724.95,10753.6,10474.55,10499.9,1923412305,52364.65
25-Jun-20,10431.05,10558.45,10392.7,10486.55,2059052209,51391.78
26-Jun-20,10577.35,10607.05,10505.2,10570.95,878239139,38248.85
29-Jun-20,10506.7,10520.95,10414.5,10496.85,749442398,32615.22
30-Jun-20,10566.8,10587.1,10452.5,10486.9,749012846,33795.01
01-Jul-20,10511.9,10615.15,10482.35,10598.9,781060066,34141.89
02-Jul-20,10656.45,10757.8,10650.3,10716.1,843593478,37914.89
03-Jul-20,10780.65,10797.1,10732.45,10776.3,788213226,32439.85
06-Jul-20,10887.8,10963.8,10859.25,10919.25,780691759,35943.94
07-Jul-20,10958.5,10972.65,10847.3,10958,902506185,44769.51
08-Jul-20,10979.4,11006.85,10842.55,10870.95,1114696266,46364.49
09-Jul-20,10918.85,10984.6,10898.85,10962.7,833206849,37718.78
10-Jul-20,10918.5,10975.8,10868.75,10919.7,859764397,37602.13
13-Jul-20,11001.05,11036.05,10902.45,10953.75,743013106,36755.6
14-Jul-20,10906.25,10911,10725.7,10768.6,742921099,38211.86
15-Jul-20,10859.3,10974.4,10730.8,10769.6,902729476,48861.37
16-Jul-20,10852.3,10893.8,10734.4,10879.9,856719868,47679.15
17-Jul-20,10895.5,11074.8,10893.15,11045.85,869154577,43176.6
20-Jul-20,11138.5,11174.35,11094.05,11159.45,722089955,39416.39
21-Jul-20,11261.3,11300.9,11244.65,11283.9,994338465,50697
22-Jul-20,11348.95,11355,11173.95,11249.45,972531821,48829.5
23-Jul-20,11255.6,11356.15,11225.45,11334.3,789250393,39132.11
24-Jul-20,11270.8,11326.95,11202.2,11297.75,851553214,46418.18
27-Jul-20,11328.9,11328.9,11188.25,11231.3,777995295,41246.93
28-Jul-20,11255.05,11404.5,11253.15,11388.4,858690643,45147.58
29-Jul-20,11369.55,11428.15,11258.8,11310.85,800172783,45698.68
30-Jul-20,11361.95,11403.95,11207.9,11231.3,896041243,48484.75
31-Jul-20,11269.25,11286.2,11177.1,11222.95,857549547,45880.54
03-Aug-20,11208.55,11208.95,11046.95,11056,982402456,41748.98
04-Aug-20,11113.65,11258.85,11074.05,11244.1,804498496,41798.68
05-Aug-20,11304.4,11368.4,11213.25,11248.4,868007162,42522.48
06-Aug-20,11329.5,11396.15,11278.15,11345.45,825662871,40700.82
07-Aug-20,11337.2,11377.15,11297.15,11361.4,680924527,36014.79
10-Aug-20,11426.3,11491.95,11401.55,11433,746983109,40147.01
11-Aug-20,11486.15,11531.5,11455.95,11471.25,858386306,39295.66
12-Aug-20,11441.05,11470.9,11389.7,11458.25,954983974,38301.77
13-Aug-20,11488.1,11512.65,11429.25,11458.9,814730858,36613.69
14-Aug-20,11511.4,11525.95,11269.4,11337.55,913132359,42877.5
17-Aug-20,11411.2,11422.7,11296.85,11402.85,832239668,34241.5
18-Aug-20,11419.2,11556.85,11412.85,11541.95,815036837,35861.97
19-Aug-20,11608.9,11618.55,11550.95,11564.5,870414477,35223.96
20-Aug-20,11478.5,11524.65,11451.5,11479,1061535618,34934.05
21-Aug-20,11581.25,11589.25,11526.05,11535.8,906275671,34000.12
24-Aug-20,11579.95,11648.5,11578.5,11619.15,747901386,35185.82
25-Aug-20,11668.95,11681.55,11575.65,11625.6,835414982,35521.81
26-Aug-20,11668.6,11705.6,11611.45,11694.35,913698261,40845.02
27-Aug-20,11755.4,11762.25,11692.65,11709.45,1019748805,40459.2
28-Aug-20,11755.6,11830.7,11743.25,11791.5,1242901428,48776.4
31-Aug-20,11913.55,11927.2,11438.75,11496.05,1749528540,72884.59
01-Sep-20,11570.15,11651.65,11477.85,11586.6,1031875168,44305.26
02-Sep-20,11598.4,11681.4,11554.65,11660.6,792559954,34401.76
03-Sep-20,11694.5,11714.65,11643.85,11663.35,756153040,33133.08
04-Sep-20,11491.15,11589.85,11436.95,11464.95,874262419,38749.87
07-Sep-20,11493.25,11509.95,11380.45,11478.4,709029632,31191.09
08-Sep-20,11502.9,11556.45,11407.45,11434.9,723008019,34424.4
09-Sep-20,11338.7,11418.45,11299.6,11397.95,897414151,38916.21
10-Sep-20,11481.3,11577.1,11453.05,11562.65,825431885,44886.91
11-Sep-20,11562.45,11609.4,11538.8,11589.65,696962368,35443.49
14-Sep-20,11665.65,11690,11512.05,11566.45,802126364,40359.63
15-Sep-20,11613.7,11666.3,11580.05,11652.85,670346837,35205.63
16-Sep-20,11673.4,11743.85,11653.9,11732.7,729509772,34807.6
17-Sep-20,11671.25,11718.3,11629.2,11646.15,664077965,35481.54
18-Sep-20,11713.55,11716.2,11581.65,11640.2,1005722849,60102.7
21-Sep-20,11642,11661.45,11332.5,11367.25,795322439,44290.99
22-Sep-20,11411.05,11411.45,11177.05,11264.55,868986867,42999.26
23-Sep-20,11366.85,11369.4,11135.75,11241.6,910056854,41797.23
24-Sep-20,11122.55,11127.65,10906.7,10922.25,922902558,42522.17
25-Sep-20,11029.5,11198.1,10974.9,11176.3,756633008,37121.19
28-Sep-20,11270.55,11375.45,11233.55,11365.25,623662120,29597.8
29-Sep-20,11429.4,11449.45,11314.45,11353.65,685046809,33015.47
30-Sep-20,11380.2,11431.65,11320,11385.2,690244326,34516.14
01-Oct-20,11499.65,11557.4,11484.25,11545.9,640143018,31478.81
05-Oct-20,11616.6,11693.3,11574.5,11625.6,699911432,36707.18
06-Oct-20,11722.5,11787.2,11688.05,11770.75,736680622,36210.06
07-Oct-20,11787.45,11857.4,11741.35,11833.9,684365686,38608.11
08-Oct-20,11926.1,11986.95,11876.6,11925.4,808567864,44699.47
09-Oct-20,11944.5,12014.95,11897.4,11990.7,827498785,41369.63
12-Oct-20,12047.05,12088.9,11936.9,11999.05,711357331,32117.11
13-Oct-20,12000.55,12056.35,11959.5,11995.7,629775818,36152.51
14-Oct-20,11980.6,12064,11893.45,12039.05,767926416,37167.7
15-Oct-20,12089.55,12091.05,11738.7,11758.2,791428317,41312.48
16-Oct-20,11804.25,11867.2,11744.1,11843.35,716895894,36140.71
19-Oct-20,11953.75,11970.45,11896.1,11952.9,726821093,35850.29
20-Oct-20,11941.65,12023.3,11919,11976.85,643639359,34828.02
21-Oct-20,12036.8,12092.05,11851.9,12009,820394742,43852.9
22-Oct-20,11965.85,12009.7,11899.1,11971.8,733945468,39703.88
23-Oct-20,12029.4,12045.35,11985.15,12006.1,687236336,34084.62
26-Oct-20,12017.75,12022.1,11788.7,11842.7,706561684,35029.86
27-Oct-20,11880.3,11981.7,11800.2,11971.9,816605902,45380.87
28-Oct-20,12006.5,12012.2,11778.4,11819.05,879800110,42646.97
29-Oct-20,11723.25,11838.2,11700.05,11774.4,749082716,36797.43
30-Oct-20,11784.85,11855.9,11646.9,11748.95,785993622,35300.84
02-Nov-20,11803.05,11830.65,11675.25,11777.85,823729504,41773.08
03-Nov-20,11843.65,11937.2,11834.2,11913.35,953802242,44926.34
04-Nov-20,11890.9,12026.15,11860.75,12007.1,863156499,44335.85
05-Nov-20,12150.35,12225.9,12127.45,12217.9,899249402,40735.01
06-Nov-20,12252.45,12364.9,12232.35,12349.15,804054661,42519.32
09-Nov-20,12482.95,12557.6,12448.95,12545.45,800136997,41978.86
10-Nov-20,12639.5,12695.25,12556.25,12683.35,1139971706,60915.72
11-Nov-20,12733.3,12824,12634.5,12805.6,1164551800,64033
12-Nov-20,12766.75,12805.7,12699.9,12764.05,844441019,45480.6
13-Nov-20,12735.6,12815.55,12691.9,12804.25,716108427,41532.37
14-Nov-20,12906.3,12911.4,12833.55,12864.6,137370936,6119.02
17-Nov-20,13007.45,13008.35,12884.95,12960.9,920879716,49140.99
18-Nov-20,12948.25,13032.6,12904.15,13022.75,1043099227,48169.2
19-Nov-20,12931.65,13055.5,12840,12864.85,1009610819,52892.07
20-Nov-20,12904.7,12992.35,12832.1,12962.45,902734567,51609.15
23-Nov-20,13062.35,13076,12946.65,13036.65,842348668,50027.77
24-Nov-20,13110.8,13179.1,13090.1,13158.3,810989180,45672.28
25-Nov-20,13231.9,13244.8,12935.55,12959.8,1023380383,45734.55
26-Nov-20,13001.4,13117.05,12900.1,13087.75,805810513,43729.55
27-Nov-20,13117.1,13146.85,13030.25,13080.3,1665879376,104035.38
01-Dec-20,13180.2,13244.3,13088.05,13225.7,871453843,41606.09
02-Dec-20,13243,13254.85,13115.2,13244.35,1132396506,44370.82
03-Dec-20,13342.75,13342.95,13252.35,13280.5,1078581766,48557.71
04-Dec-20,13325.1,13415.05,13288.95,13396.5,1016516084,45799.07
07-Dec-20,13406.35,13508.1,13387.85,13497.85,886105886,41623.7
08-Dec-20,13536.75,13575.45,13439.3,13529.85,1046678355,43475.15
09-Dec-20,13597.05,13673.1,13589.85,13649.6,979004023,37218.19
10-Dec-20,13611.7,13632.85,13519.35,13612.35,832534815,38460.77
11-Dec-20,13646.2,13707.9,13532.3,13647.9,1131841046,41985.74
14-Dec-20,13706.2,13731.05,13615.45,13693.2,799294909,34704.65
15-Dec-20,13685.65,13716.15,13583.55,13697.7,727885170,38248.13
16-Dec-20,13792.15,13817.75,13735.95,13808.05,908464400,36600.79
17-Dec-20,13838.9,13890.1,13802.95,13852.55,662385752,34905.35
18-Dec-20,13877.75,13886.15,13767.45,13872.8,752615100,42934.05
21-Dec-20,13852.75,13887.4,13214,13431.3,993373733,48203.2
22-Dec-20,13467.1,13603.6,13272.05,13577.35,1045080971,45405.68
23-Dec-20,13587.75,13744.1,13544.2,13725.55,805475572,34851.61
24-Dec-20,13803.15,13882.8,13748.15,13862.1,756316405,31651.55
28-Dec-20,13930.8,13997,13929.2,13986.7,698820505,27593.89
29-Dec-20,14028.05,14077.95,13964,14037.65,754411486,31677.25
30-Dec-20,14086.45,14103.85,13969.8,14088.45,612680345,30439.33
31-Dec-20,14080.8,14127.6,14048.1,14090.75,801448184,33655.75
01-Jan-21,14109.05,14166.1,14102.95,14137.55,612252114,21444.81
04-Jan-21,14226,14282.4,14084.05,14267.05,890944888,36744.94
05-Jan-21,14212.95,14373.85,14177.2,14355.9,833496981,40859.56
06-Jan-21,14399.7,14403.05,14191.4,14305.65,1056764771,46716.24
07-Jan-21,14417.9,14419.35,14290.65,14305.5,836480345,42439.3
08-Jan-21,14424.8,14533,14393.45,14514.35,886906592,47504.56
11-Jan-21,14638.8,14653.2,14535.4,14642.05,914650051,48758.61
12-Jan-21,14632.7,14735.45,14593.35,14705.5,1379546690,55265.54
13-Jan-21,14782.6,14793.25,14559.3,14694.95,1407169536,55517.58
14-Jan-21,14688.2,14750,14608.1,14731.15,1001314209,45802.41
15-Jan-21,14736.5,14760.25,14482.75,14558.8,1153712302,48981.95
18-Jan-21,14574.15,14579.5,14332.85,14390.05,1074947889,49782.2
19-Jan-21,14481.15,14653.85,14470.9,14632.2,842802855,41303.13
20-Jan-21,14652,14771,14631.8,14751.3,944435422,42707.97
