Date,Open,High,Low,Close,Shares Traded,Turnover(₹ Cr)
30-May-19,4945.65,4973.85,4935.35,4966.25,322256277,4265.39
31-May-19,4979.2,5012.3,4917.45,4962.8,299780999,4457.05
03-Jun-19,4966.05,5009.5,4941.2,5004.85,212875179,3698.46
04-Jun-19,4996.85,5052.6,4991.4,5011.6,262179606,4316.86
06-Jun-19,5009.95,5011.35,4906.45,4917.5,365632231,4836.1
07-Jun-19,4917.05,4946.5,4863.55,4920.7,330390952,4453.25
10-Jun-19,4946.15,4965.35,4900.25,4922.65,293035608,3732.07
11-Jun-19,4936.45,4967.7,4903.75,4959.25,267390734,3415.17
12-Jun-19,4953,4966.85,4913.55,4918.3,222840903,3017.75
13-Jun-19,4905.75,4913.85,4841.5,4897.45,258370318,3183.01
14-Jun-19,4894.5,4902,4845.1,4853.85,216543885,2815.92
17-Jun-19,4856.9,4858.15,4787.75,4791.95,272395585,3629.98
18-Jun-19,4795.1,4832.05,4776.25,4797.55,251160138,3324.01
19-Jun-19,4820.75,4840.95,4727.5,4753.95,392576925,3842.45
20-Jun-19,4758.65,4845.55,4731.45,4838.95,300413855,3600.58
21-Jun-19,4833.5,4837.8,4787.05,4813.25,285799806,3865.5
24-Jun-19,4809.2,4824.05,4786.5,4802.95,237828921,3516.16
25-Jun-19,4795.5,4842.7,4788.25,4839.15,246870694,3782.44
26-Jun-19,4834.45,4890.4,4827.55,4886.2,339618960,4178.19
27-Jun-19,4896.3,4919.75,4877.2,4905.25,361823550,4731.39
28-Jun-19,4910.15,4918,4862.05,4872,400449733,5147.94
01-Jul-19,4889.25,4903.55,4867.75,4891.95,350357877,4201.59
02-Jul-19,4905.05,4917.2,4870.8,4913.8,384972152,4149.57
03-Jul-19,4920.8,4945.2,4908.65,4939.15,291000641,3769.54
04-Jul-19,4943.6,4958.4,4922.55,4928.95,247052771,3262.72
05-Jul-19,4941.15,4943.8,4826.1,4837.95,305513526,4064.91
08-Jul-19,4800.4,4806.35,4690.55,4704.85,342148795,4565.09
09-Jul-19,4686.65,4741.4,4665.35,4733.25,364505645,5062.53
10-Jul-19,4735.2,4752.95,4669.65,4675.1,278624354,3753.81
11-Jul-19,4695.95,4712.25,4675.4,4708.05,265481440,3832.23
12-Jul-19,4714.6,4763.3,4706.85,4738.6,387601469,5545.41
