Date,AAPL,AMZN,BA,GOOG,IBM,MGM,SP500,T,TSLA
2020-06-30,91.2,137.94,183.3,70.68,115.36,16.8,3100.29,22.83,71.99
2020-07-01,91.03,143.94,180.32,71.9,113.23,16.77,3115.86,22.58,74.64
2020-07-02,91.03,144.52,180.81,73.24,114.33,16.86,3130.01,22.72,80.58
2020-07-06,93.46,152.85,187.91,74.79,114.8,16.71,3179.72,23.03,91.44
2020-07-07,93.17,150.01,178.88,74.26,112.31,16.14,3145.32,22.9,92.66
2020-07-08,95.34,154.06,180.08,74.8,112.43,16.3,3169.94,23.0,91.06
2020-07-09,95.68,159.13,173.28,75.55,110.52,16.0,3152.05,22.31,92.95
2020-07-10,95.92,160.0,178.44,77.09,113.04,16.2,3185.04,22.75,102.98
2020-07-13,95.48,155.2,175.65,75.57,113.86,16.38,3155.22,22.47,99.8
2020-07-14,97.06,154.2,179.96,76.03,115.19,16.16,3197.52,22.63,101.12
2020-07-15,97.73,150.44,187.94,75.68,117.49,18.2,3226.56,22.66,103.07
2020-07-16,96.52,150.0,178.7,75.9,118.45,17.6,3215.57,22.95,100.04
2020-07-17,96.33,148.1,175.66,75.78,119.5,16.81,3224.73,22.84,100.06
2020-07-20,98.36,159.84,174.42,78.29,120.7,16.33,3251.84,22.54,109.53
2020-07-21,97.0,156.91,178.63,77.92,120.41,16.69,3257.3,22.84,104.56
2020-07-22,97.27,155.0,179.79,78.42,122.9,16.33,3276.02,22.78,106.16
2020-07-23,92.85,149.33,176.45,75.78,121.62,15.89,3235.66,22.58,100.87
2020-07-24,92.62,150.45,173.76,75.59,120.15,15.79,3215.63,22.33,94.47
2020-07-27,94.81,152.76,170.21,76.51,120.55,14.96,3239.41,22.12,102.64
2020-07-28,93.25,150.02,170.84,75.02,118.89,15.41,3218.44,22.42,98.43
2020-07-29,95.04,151.68,166.01,76.1,119.7,16.25,3258.44,22.32,99.94
2020-07-30,96.19,152.59,161.95,76.57,117.39,16.64,3246.22,22.33,99.17
2020-07-31,106.26,158.23,158.0,74.15,117.43,16.09,3271.12,22.34,95.38
2020-08-03,108.94,155.59,162.27,73.72,118.74,16.32,3294.61,22.37,99.0
2020-08-04,109.67,156.94,165.07,73.25,120.2,16.72,3306.51,22.66,99.13
2020-08-05,110.06,160.25,174.28,73.68,119.83,16.72,3327.77,22.54,99.0
2020-08-06,113.9,161.25,172.2,75.01,120.47,18.46,3349.16,22.53,99.31
2020-08-07,111.11,158.37,170.02,74.72,119.36,19.03,3351.28,22.67,96.85
2020-08-10,112.73,157.41,179.41,74.81,121.41,21.65,3360.47,22.81,94.57
2020-08-11,109.38,154.03,180.13,74.02,121.07,21.5,3333.69,22.81,91.63
2020-08-12,113.01,158.11,175.44,75.33,121.02,21.13,3380.35,22.79,103.65
2020-08-13,115.01,158.05,174.73,75.92,119.42,21.34,3373.43,22.59,108.07
2020-08-14,114.91,157.4,178.08,75.39,119.65,21.81,3372.85,22.66,110.05
2020-08-17,114.61,159.12,172.01,75.9,118.86,21.38,3381.99,22.54,122.38
2020-08-18,115.56,165.62,170.23,77.93,119.32,20.95,3389.78,22.5,125.81
2020-08-19,115.71,163.02,169.27,77.38,118.29,20.9,3374.85,22.45,125.24
2020-08-20,118.28,164.87,169.58,79.09,117.63,20.83,3385.51,22.41,133.46
2020-08-21,124.37,164.24,167.5,79.02,117.64,21.16,3397.16,22.42,136.67
2020-08-24,125.86,165.37,178.27,79.41,120.05,22.27,3431.28,22.68,134.28
2020-08-25,124.83,167.32,174.73,80.41,119.05,22.09,3443.62,22.58,134.89
2020-08-26,126.52,172.09,171.9,82.62,118.6,21.99,3478.73,22.65,143.54
2020-08-27,125.01,170.0,174.2,81.72,119.06,22.81,3484.55,22.58,149.25
2020-08-28,124.81,170.09,175.8,82.22,119.46,23.86,3508.01,22.69,147.56
2020-08-31,129.04,172.55,171.82,81.71,117.78,22.5,3500.31,22.51,166.11
2020-09-01,134.18,174.96,172.1,83.04,117.87,22.77,3526.65,22.26,158.35
2020-09-02,131.4,176.57,174.78,86.41,122.43,23.72,3580.84,22.43,149.12
2020-09-03,120.88,168.4,168.77,82.09,118.87,23.07,3455.06,22.35,135.67
2020-09-04,120.96,164.73,171.05,79.55,116.82,23.52,3426.96,22.22,139.44
2020-09-08,112.82,157.49,161.08,76.62,115.78,23.17,3331.84,22.29,110.07
2020-09-09,117.32,163.43,160.78,77.85,116.78,23.11,3398.96,22.18,122.09
2020-09-10,113.49,158.76,157.69,76.6,115.15,22.84,3339.19,21.83,123.78
2020-09-11,112.0,155.81,160.23,76.04,116.01,22.73,3340.97,21.9,124.24
2020-09-14,115.36,155.15,165.35,75.96,116.62,23.06,3383.54,22.01,139.87
2020-09-15,115.54,157.81,163.49,77.07,116.95,23.74,3401.2,21.99,149.92
2020-09-16,112.13,153.91,167.46,76.05,118.65,23.01,3385.49,22.08,147.25
2020-09-17,110.34,150.44,167.53,74.78,119.32,22.52,3357.01,21.95,141.14
2020-09-18,106.84,147.75,161.14,73.0,117.26,22.02,3319.47,21.85,147.38
2020-09-21,110.08,148.02,156.35,71.56,114.86,21.09,3281.06,21.62,149.8
2020-09-22,111.81,156.45,156.8,73.27,115.11,21.62,3315.57,21.53,141.41
2020-09-23,107.12,149.99,151.18,70.76,113.5,21.38,3236.92,21.05,126.79
2020-09-24,108.22,150.99,146.05,71.41,112.8,21.19,3246.59,21.18,129.26
2020-09-25,112.28,154.76,156.03,72.25,113.62,22.1,3298.46,21.18,135.78
2020-09-28,114.96,158.7,166.08,73.23,116.27,22.63,3351.6,21.43,140.4
2020-09-29,114.09,157.24,163.6,73.47,115.52,21.72,3335.47,21.37,139.69
2020-09-30,115.81,157.44,165.26,73.48,116.21,21.75,3363.0,21.53,143.0
2020-10-01,116.79,161.06,167.86,74.5,115.66,21.82,3380.8,21.51,149.39
2020-10-02,113.02,156.25,168.08,72.92,115.16,21.66,3348.44,21.66,138.36
2020-10-05,116.5,159.96,171.2,74.3,116.54,21.55,3408.63,21.65,141.89
2020-10-06,113.16,155.0,159.54,72.67,116.5,21.05,3360.95,21.68,137.99
2020-10-07,115.08,159.78,164.61,73.01,118.51,21.5,3419.45,21.75,141.77
2020-10-08,114.97,159.53,168.0,74.3,125.59,21.93,3446.83,21.61,141.97
2020-10-09,116.97,164.33,167.33,75.76,122.06,21.36,3477.13,21.39,144.67
2020-10-12,124.4,172.15,167.35,78.46,121.51,21.4,3534.22,21.24,147.43
2020-10-13,121.1,172.18,162.14,78.58,119.49,20.97,3511.93,20.96,148.88
2020-10-14,121.19,168.19,163.24,78.4,120.29,21.09,3488.67,20.76,153.77
2020-10-15,120.71,166.93,164.24,77.96,119.29,21.16,3483.34,20.73,149.63
2020-10-16,119.02,163.64,167.35,78.65,120.28,21.24,3483.81,20.64,146.56
2020-10-19,115.98,160.36,167.11,76.73,119.89,20.8,3426.92,20.3,143.61
2020-10-20,117.51,160.85,167.24,77.8,112.11,21.41,3443.12,20.21,140.65
2020-10-21,116.87,159.25,163.86,79.67,109.9,21.41,3435.56,20.18,140.88
2020-10-22,115.75,158.82,169.07,80.77,110.57,22.62,3453.49,21.36,141.93
2020-10-23,115.04,160.22,167.36,82.05,110.8,23.36,3465.39,21.01,140.21
2020-10-26,115.05,160.35,160.83,79.52,107.19,22.13,3400.97,20.68,140.09
2020-10-27,116.6,164.32,155.24,80.21,105.6,21.04,3390.68,20.33,141.56
2020-10-28,111.2,158.14,148.14,75.83,101.87,20.1,3271.03,20.01,135.34
2020-10-29,115.32,160.55,148.29,78.36,104.03,21.29,3310.11,20.21,136.94
2020-10-30,108.86,151.81,144.39,81.05,106.65,20.57,3269.96,20.4,129.35
2020-11-02,108.77,150.22,148.6,81.3,107.85,20.97,3310.24,20.65,133.5
2020-11-03,110.44,152.42,153.65,82.51,109.04,21.75,3369.16,20.74,141.3
2020-11-04,114.95,162.06,151.63,87.46,106.88,21.44,3443.44,20.42,140.33
2020-11-05,119.03,166.1,157.09,88.17,109.62,21.84,3510.45,20.77,146.03
2020-11-06,118.69,165.57,157.74,88.09,108.93,22.02,3509.44,20.72,143.32
2020-11-09,116.32,157.19,179.36,88.15,110.35,25.3,3550.5,21.37,140.42
2020-11-10,115.97,151.75,188.69,87.02,112.62,24.78,3545.53,21.79,136.79
2020-11-11,119.49,156.87,182.15,87.64,111.95,23.98,3572.66,21.7,139.04
2020-11-12,119.21,155.51,176.72,87.49,109.37,23.69,3537.01,21.48,137.25
2020-11-13,119.26,156.44,187.11,88.85,111.61,25.9,3585.15,21.83,136.17
2020-11-16,120.3,156.55,202.4,89.07,113.05,26.51,3626.91,21.88,136.03
2020-11-17,119.39,156.78,210.05,88.51,112.42,26.42,3609.53,21.92,147.2
2020-11-18,118.03,155.27,203.3,87.34,111.53,26.91,3567.79,21.61,162.21
2020-11-19,118.64,155.85,205.67,88.2,111.93,27.24,3581.87,21.36,166.42
2020-11-20,117.34,154.97,199.62,87.11,111.7,26.21,3557.54,21.39,163.2
2020-11-23,113.85,154.92,211.53,86.74,114.71,26.15,3577.59,21.61,173.95
2020-11-24,115.17,155.9,218.49,88.44,118.84,28.45,3635.41,22.07,185.13
2020-11-25,116.03,159.25,217.61,88.57,118.63,28.39,3629.65,21.89,191.33
2020-11-27,116.59,159.77,216.5,89.66,118.77,28.62,3638.35,21.92,195.25
2020-11-30,119.05,158.4,210.71,88.04,117.98,28.25,3621.63,21.71,189.2
2020-12-01,122.72,161.0,213.01,89.91,117.64,28.81,3662.45,21.8,194.92
2020-12-02,123.08,160.18,223.85,91.4,119.03,29.35,3669.01,21.97,189.61
2020-12-03,122.94,159.34,237.2,91.34,118.07,29.91,3666.72,22.07,197.79
2020-12-04,122.25,158.13,232.71,91.4,121.5,30.72,3699.12,22.31,199.68
2020-12-07,123.75,157.9,238.17,90.97,119.11,29.83,3691.96,22.38,213.92
2020-12-08,124.38,158.86,236.57,90.93,120.07,29.89,3702.25,23.27,216.63
2020-12-09,121.78,155.21,232.06,89.21,121.11,29.94,3672.82,23.76,201.49
2020-12-10,123.24,155.07,234.43,88.77,119.36,30.93,3668.1,23.18,209.02
2020-12-11,122.41,155.82,230.33,89.09,118.7,30.18,3663.46,23.42,203.33
2020-12-14,121.78,157.85,228.62,88.0,117.99,29.51,3647.49,23.07,213.28
2020-12-15,127.88,158.26,229.5,88.39,120.28,30.76,3694.62,23.09,211.08
2020-12-16,127.81,162.05,225.87,88.15,119.92,30.98,3701.17,22.87,207.59
2020-12-17,128.7,161.8,221.24,87.4,119.92,31.12,3722.48,22.37,218.63
2020-12-18,126.66,160.08,219.75,86.55,120.21,31.67,3709.41,22.2,231.67
2020-12-21,128.23,160.31,219.31,86.97,117.86,30.49,3694.92,21.91,216.62
2020-12-22,131.88,160.33,218.78,86.18,118.07,30.35,3687.26,21.45,213.45
2020-12-23,130.96,159.26,219.69,86.62,118.34,30.98,3690.01,21.71,215.33
2020-12-24,131.97,158.63,217.15,86.94,119.1,30.74,3703.06,21.67,220.59
2020-12-28,136.69,164.2,216.09,88.8,119.22,31.29,3735.36,21.56,221.23
2020-12-29,134.87,166.1,216.25,87.94,118.25,30.77,3727.04,21.55,222.0
2020-12-30,133.72,164.29,216.67,86.98,118.77,31.19,3732.04,21.51,231.59
2020-12-31,132.69,162.85,214.06,87.59,120.24,31.51,3756.07,21.72,235.22
2021-01-04,129.41,159.33,202.72,86.41,118.38,29.7,3700.65,22.23,243.26
2021-01-05,131.01,160.93,211.63,87.05,120.48,30.36,3726.86,22.1,245.04
2021-01-06,126.6,156.92,211.03,86.76,123.49,31.18,3748.14,22.53,251.99
2021-01-07,130.92,158.11,212.71,89.36,123.21,30.6,3803.79,22.59,272.01
2021-01-08,132.05,159.14,209.9,90.36,122.77,31.36,3824.68,21.92,293.34
2021-01-11,128.98,155.71,206.79,88.34,122.81,30.79,3799.61,21.8,270.4
2021-01-12,128.8,156.04,208.41,87.33,123.42,30.29,3801.19,21.71,283.15
2021-01-13,130.89,158.29,207.21,87.72,121.23,30.04,3809.84,21.61,284.8
2021-01-14,128.91,156.37,209.91,87.01,123.19,30.28,3795.54,22.12,281.67
2021-01-15,127.14,155.21,204.32,86.81,122.63,29.8,3768.25,22.03,275.39
2021-01-19,127.83,156.04,210.71,89.54,123.24,30.53,3798.91,21.86,281.52
2021-01-20,132.03,163.17,211.45,94.35,124.25,31.06,3851.85,21.87,283.48
2021-01-21,136.87,165.35,207.41,94.56,125.75,31.53,3853.07,21.77,281.66
2021-01-22,139.07,164.61,205.84,95.05,113.29,31.39,3841.47,21.85,282.21
2021-01-25,142.92,164.7,203.36,94.97,113.26,29.98,3855.36,21.98,293.6
2021-01-26,143.16,166.31,202.06,95.86,117.0,29.59,3849.62,22.47,294.36
2021-01-27,142.06,161.63,194.03,91.54,116.98,28.36,3750.77,22.01,288.05
2021-01-28,137.09,161.88,197.23,93.16,114.7,29.56,3787.38,21.75,278.48
2021-01-29,131.96,160.31,194.19,91.79,113.77,28.56,3714.24,21.62,264.51
2021-02-01,134.14,167.14,195.84,95.07,115.14,29.27,3773.86,21.64,279.94
2021-02-02,134.99,169.0,200.94,96.38,114.08,30.64,3826.31,21.55,290.93
2021-02-03,133.94,165.63,207.39,103.5,113.78,30.89,3830.17,21.53,284.9
2021-02-04,137.39,166.55,210.64,103.12,115.59,32.48,3871.74,21.82,283.33
2021-02-05,136.76,167.61,207.93,104.9,116.33,34.25,3886.83,21.85,284.08
2021-02-08,136.91,166.15,211.95,104.65,118.07,35.6,3915.59,21.73,287.81
2021-02-09,136.01,165.25,215.12,104.18,116.63,35.82,3911.23,21.61,283.15
2021-02-10,135.39,164.33,211.92,104.77,116.76,36.47,3909.88,21.56,268.27
2021-02-11,135.13,163.11,210.66,104.79,115.49,35.3,3916.38,21.67,270.55
2021-02-12,135.37,163.89,210.98,105.21,115.38,35.93,3934.83,21.75,272.04
2021-02-16,133.19,163.45,217.18,106.1,114.69,34.99,3932.59,21.88,265.41
2021-02-17,130.84,165.43,215.52,106.42,114.59,34.96,3931.33,22.33,266.05
2021-02-18,129.71,166.41,208.48,105.86,115.32,35.04,3913.97,22.07,262.46
2021-02-19,129.87,162.5,217.47,105.06,113.65,36.42,3906.71,21.9,260.43
2021-02-22,126.0,159.04,212.88,103.24,115.44,37.52,3876.5,22.14,238.17
2021-02-23,125.86,159.73,212.12,103.54,115.3,39.59,3881.37,22.04,232.95
2021-02-24,125.35,157.98,229.34,104.76,117.69,38.63,3925.43,22.19,247.34
2021-02-25,120.99,152.86,216.45,101.57,116.98,36.7,3829.34,21.62,227.41
2021-02-26,121.26,154.65,212.01,101.84,113.6,37.79,3811.15,21.06,225.17
2021-03-01,127.79,157.31,224.39,104.08,115.33,38.3,3901.82,21.21,239.48
2021-03-02,125.12,154.73,223.14,103.79,114.93,38.54,3870.29,21.31,228.81
2021-03-03,122.06,150.25,228.56,101.34,116.87,38.83,3819.72,21.69,217.73
2021-03-04,120.13,148.88,224.71,102.45,114.72,37.29,3768.47,21.84,207.15
2021-03-05,121.42,150.02,223.22,105.43,117.32,37.14,3841.94,22.37,199.32
2021-03-08,116.36,147.6,224.03,101.21,119.21,37.85,3821.35,22.65,187.67
2021-03-09,121.09,153.14,230.61,102.64,118.61,37.48,3875.44,22.38,224.53
2021-03-10,119.98,152.88,245.34,102.75,122.14,37.62,3898.81,22.65,222.69
2021-03-11,121.96,155.68,252.0,105.74,121.44,39.19,3939.34,22.31,233.2
2021-03-12,121.03,154.47,269.19,103.1,121.89,38.98,3943.34,22.51,231.24
2021-03-15,123.99,154.08,265.63,103.32,122.81,40.96,3968.94,22.6,235.98
2021-03-16,125.57,154.59,255.21,104.63,122.49,39.91,3962.71,22.65,225.63
2021-03-17,124.76,156.79,263.59,104.55,123.24,41.23,3974.12,22.77,233.94
2021-03-18,120.53,151.4,256.06,101.81,124.23,39.51,3915.46,22.66,217.72
2021-03-19,119.99,153.75,255.82,102.16,123.12,40.03,3913.1,22.47,218.29
2021-03-22,123.39,155.54,251.23,101.93,124.7,39.03,3940.59,22.65,223.33
2021-03-23,122.54,156.88,241.25,102.65,124.61,37.34,3910.52,22.66,220.72
2021-03-24,120.09,154.35,239.24,102.25,124.76,36.9,3889.14,22.65,210.09
2021-03-25,120.59,152.31,247.19,102.22,127.1,37.96,3909.52,22.72,213.46
2021-03-26,121.21,152.6,244.87,101.78,130.27,37.68,3974.54,22.89,206.24
2021-03-29,121.39,153.79,250.52,102.8,129.77,37.16,3971.09,23.08,203.76
2021-03-30,119.9,152.76,252.01,102.78,128.68,38.21,3958.55,23.21,211.87
2021-03-31,122.15,154.7,254.72,103.43,127.29,37.99,3972.89,22.86,222.64
2021-04-01,123.0,158.05,252.96,106.89,127.26,39.7,4019.87,23.01,220.58
2021-04-05,125.9,161.34,259.36,111.28,129.84,41.7,4077.91,23.19,230.35
2021-04-06,126.21,161.19,255.17,111.24,128.2,41.52,4073.94,23.4,230.54
2021-04-07,127.9,163.97,252.58,112.48,128.88,41.09,4079.95,23.36,223.66
2021-04-08,130.36,164.97,254.95,113.27,129.06,42.14,4097.17,22.66,227.93
2021-04-09,133.0,168.61,252.36,114.29,129.64,41.77,4128.8,22.69,225.67
2021-04-12,131.24,168.97,249.52,112.74,128.56,41.16,4127.99,22.63,233.99
2021-04-13,134.43,170.0,253.27,113.36,125.3,40.99,4141.59,22.38,254.11
2021-04-14,132.03,166.65,252.43,112.74,126.68,41.26,4124.66,22.45,244.08
2021-04-15,134.5,168.95,251.11,114.83,126.64,39.69,4170.42,22.47,246.28
2021-04-16,134.16,169.97,248.18,114.89,127.6,40.26,4185.47,22.62,246.59
2021-04-19,134.84,168.6,244.15,115.12,127.15,39.75,4163.26,22.65,238.21
2021-04-20,133.11,166.73,234.06,114.68,131.97,39.55,4134.94,22.57,239.66
2021-04-21,133.5,168.1,235.92,114.66,137.11,41.2,4173.42,22.74,248.04
2021-04-22,131.94,165.45,234.33,113.4,134.95,40.75,4134.98,23.68,239.9
2021-04-23,134.32,167.04,238.38,115.77,136.04,41.51,4180.17,23.71,243.13
2021-04-26,134.72,170.45,241.44,116.34,135.22,41.47,4187.62,23.34,246.07
2021-04-27,134.39,170.87,242.47,115.36,135.64,42.2,4186.72,23.24,234.91
2021-04-28,133.58,172.93,235.46,119.0,136.59,42.02,4183.18,23.38,231.47
2021-04-29,133.48,173.57,235.94,121.49,137.77,40.42,4211.47,23.67,225.67
2021-04-30,131.46,173.37,234.31,120.51,135.52,40.72,4181.17,23.72,236.48
2021-05-03,132.54,169.32,235.19,119.76,138.26,41.26,4192.66,23.79,228.3
2021-05-04,127.85,165.59,233.63,117.71,139.22,40.51,4164.66,24.18,224.53
2021-05-05,128.1,163.53,228.18,117.84,138.71,41.75,4167.59,24.19,223.65
2021-05-06,129.74,165.32,229.81,119.07,141.77,38.91,4201.62,24.48,221.18
2021-05-07,130.21,164.58,235.47,119.93,138.94,39.92,4232.6,24.29,224.12
2021-05-10,126.85,159.52,232.93,117.08,139.62,39.46,4188.43,24.64,209.68
2021-05-11,125.91,161.2,228.88,115.44,137.75,38.76,4152.1,24.36,205.73
2021-05-12,122.77,157.6,220.78,111.95,134.96,37.14,4063.04,24.14,196.63
2021-05-13,124.97,158.07,222.64,113.1,137.71,37.47,4112.5,24.32,190.56
2021-05-14,127.45,161.15,228.47,115.81,138.19,39.11,4173.85,24.35,196.58
2021-05-17,126.27,163.52,227.98,116.07,138.6,38.75,4163.29,23.69,192.28
2021-05-18,124.85,161.61,227.55,115.17,137.46,39.48,4127.83,22.32,192.62
2021-05-19,124.69,161.59,224.42,115.44,136.77,39.28,4115.68,21.87,187.82
2021-05-20,127.31,162.38,227.65,117.8,137.43,39.91,4159.12,22.38,195.59
2021-05-21,125.43,160.15,234.82,117.26,138.25,39.7,4155.86,22.66,193.63
2021-05-24,127.1,162.25,237.44,120.33,138.23,41.74,4197.05,22.47,202.15
2021-05-25,126.9,162.95,240.74,120.45,137.34,42.21,4188.13,22.29,201.56
2021-05-26,126.85,163.26,241.37,121.68,136.95,42.86,4195.99,22.32,206.38
2021-05-27,125.28,161.51,250.7,120.13,137.37,43.79,4200.88,22.44,210.28
2021-05-28,124.61,161.15,247.02,120.58,137.3,42.87,4204.11,22.22,208.41
2021-06-01,124.28,160.93,254.73,121.49,137.73,43.39,4202.04,22.14,207.97
2021-06-02,125.06,161.7,255.62,121.06,139.19,43.23,4208.12,22.36,201.71
2021-06-03,123.54,159.35,250.32,120.23,139.02,42.55,4192.85,22.07,190.95
2021-06-04,125.89,160.31,249.92,122.59,140.81,42.77,4229.89,22.1,199.68
2021-06-07,125.9,159.9,252.66,123.3,141.38,43.41,4226.52,21.96,201.71
2021-06-08,126.74,163.21,252.76,124.14,142.39,44.16,4227.26,21.89,201.2
2021-06-09,127.13,164.06,248.06,124.57,143.91,43.54,4219.55,21.91,199.59
2021-06-10,126.11,167.48,248.34,126.08,143.79,42.67,4239.18,22.04,203.37
2021-06-11,127.35,167.34,247.28,125.7,144.5,43.21,4247.44,22.14,203.3
2021-06-14,130.48,169.19,245.14,126.35,143.3,42.22,4255.15,21.97,205.9
2021-06-15,129.64,169.16,246.54,126.03,142.66,42.24,4246.59,22.11,199.79
2021-06-16,130.15,170.76,242.27,125.7,141.2,42.1,4223.7,21.95,201.62
2021-06-17,131.79,174.46,239.22,126.37,139.07,41.37,4221.86,21.7,205.53
2021-06-18,130.46,174.35,237.35,125.57,136.7,40.86,4166.45,21.64,207.77
2021-06-21,132.3,172.7,245.28,126.46,140.07,42.09,4224.79,21.85,206.94
2021-06-22,133.98,175.27,243.78,127.0,139.8,42.3,4246.44,21.73,207.9
2021-06-23,133.7,175.19,243.57,126.46,138.13,43.12,4241.84,21.64,218.86
2021-06-24,133.41,172.45,250.57,127.28,138.92,44.06,4266.49,21.74,226.61
2021-06-25,133.11,170.07,248.38,127.0,140.26,43.89,4280.7,21.82,223.96
2021-06-28,134.78,172.19,239.96,126.82,138.78,42.39,4290.61,21.73,229.57
2021-06-29,136.33,172.41,235.76,126.02,139.02,42.19,4291.8,21.64,226.92
2021-06-30,136.96,172.01,239.56,125.32,140.02,42.65,4297.5,21.73,226.57
2021-07-01,137.27,171.65,239.73,126.37,140.26,43.52,4319.94,21.98,225.97
2021-07-02,139.96,175.55,236.68,128.72,133.74,43.25,4352.34,22.07,226.3
2021-07-06,142.02,183.79,236.14,129.77,132.56,41.25,4343.54,21.92,219.86
2021-07-07,144.57,184.83,231.78,130.08,133.55,40.36,4358.13,21.85,214.88
2021-07-08,143.24,186.57,236.77,129.18,134.43,40.31,4320.82,21.28,217.6
2021-07-09,145.11,185.97,239.59,129.57,135.17,41.6,4369.55,21.48,218.98
2021-07-12,144.5,185.93,238.29,130.56,134.6,41.53,4384.63,21.51,228.57
2021-07-13,145.64,183.87,228.2,130.99,133.99,40.65,4369.21,21.35,222.85
2021-07-14,149.15,184.08,224.45,132.08,133.55,39.97,4374.3,21.34,217.79
2021-07-15,148.48,181.56,222.76,131.27,134.15,39.2,4360.03,21.47,216.87
2021-07-16,146.39,178.68,217.74,131.85,132.67,37.93,4327.16,21.4,214.74
2021-07-19,142.45,177.48,206.99,129.25,131.74,36.63,4258.49,20.99,215.41
2021-07-20,146.15,178.66,217.15,131.1,133.69,38.39,4323.06,21.08,220.17
2021-07-21,145.4,179.26,222.54,132.6,134.96,39.86,4358.69,21.07,218.43
2021-07-22,146.8,181.9,220.87,133.33,134.4,39.23,4367.48,21.15,216.42
2021-07-23,148.56,182.83,221.52,137.82,135.0,38.76,4411.79,21.26,214.46
2021-07-26,148.99,184.99,225.85,139.64,136.37,39.19,4422.3,21.28,219.21
2021-07-27,146.77,181.32,222.27,136.8,136.35,38.04,4401.46,21.3,214.93
2021-07-28,144.98,181.52,231.57,136.38,135.41,38.4,4400.64,21.15,215.66
2021-07-29,145.64,180.0,231.63,136.54,135.57,38.17,4419.15,21.36,225.78
2021-07-30,145.86,166.38,226.48,135.22,134.64,37.53,4395.26,21.18,229.07
2021-08-02,145.52,166.57,225.34,135.99,135.08,37.37,4387.16,21.23,236.56
2021-08-03,147.36,168.31,229.09,136.28,137.61,36.95,4423.15,21.29,236.58
2021-08-04,146.95,167.74,226.63,136.03,136.36,37.27,4402.66,21.03,236.97
2021-08-05,147.06,168.8,229.94,136.94,136.37,39.67,4429.1,21.1,238.21
2021-08-06,146.14,167.25,231.33,137.04,137.63,39.81,4436.52,21.11,233.03
2021-08-09,146.09,167.09,232.27,138.0,134.92,39.21,4432.35,21.03,237.92
2021-08-10,145.6,166.03,235.78,138.1,135.04,39.72,4436.75,21.21,236.66
2021-08-11,145.86,164.61,239.49,137.69,135.76,40.56,4447.7,21.27,235.94
2021-08-12,148.89,165.18,238.18,138.39,136.66,40.71,4460.83,21.16,240.75
2021-08-13,149.1,164.7,234.46,138.41,136.76,40.41,4468.0,21.29,239.06
2021-08-16,151.12,164.95,229.06,138.92,137.15,39.42,4479.71,21.3,228.72
2021-08-17,150.19,162.1,222.22,137.3,136.03,37.93,4448.08,21.29,221.9
2021-08-18,146.36,160.06,219.0,136.57,133.22,38.64,4400.27,21.02,229.66
2021-08-19,146.7,159.39,212.16,136.91,131.83,37.66,4405.8,20.79,224.49
2021-08-20,148.19,160.0,212.67,138.44,132.87,38.4,4441.67,20.82,226.75
2021-08-23,149.71,163.29,219.4,141.1,133.36,39.52,4479.53,20.78,235.43
2021-08-24,149.62,165.29,221.43,142.4,133.57,40.91,4486.23,20.73,236.16
2021-08-25,148.36,164.96,221.03,142.95,133.59,42.13,4496.19,20.71,237.07
2021-08-26,147.54,165.8,216.5,142.12,132.56,41.98,4470.0,20.4,233.72
2021-08-27,148.6,167.48,221.75,144.55,133.16,43.32,4509.37,20.49,237.31
2021-08-30,153.12,171.08,217.66,145.47,132.74,42.66,4528.79,20.56,243.64
2021-08-31,151.83,173.54,219.5,145.46,134.05,42.62,4522.68,20.71,245.24
2021-09-01,152.51,173.95,218.12,145.84,133.05,42.2,4524.09,20.53,244.7
2021-09-02,153.65,173.16,220.83,144.22,133.73,42.56,4536.95,20.87,244.13
2021-09-03,154.3,173.9,218.17,144.78,133.32,42.54,4535.43,20.81,244.52
2021-09-07,156.69,175.46,214.24,145.52,131.87,43.44,4520.03,20.71,250.97
2021-09-08,155.11,176.28,211.38,144.88,132.45,42.44,4514.07,20.84,251.29
2021-09-09,154.07,174.21,213.94,144.91,131.56,42.76,4493.28,20.71,251.62
2021-09-10,148.97,173.46,210.3,141.92,130.88,42.29,4458.58,20.53,245.42
2021-09-13,149.55,172.86,214.48,143.47,131.96,43.1,4468.73,20.78,247.67
2021-09-14,148.12,172.5,211.57,143.41,130.11,41.41,4443.05,20.64,248.16
2021-09-15,149.03,173.79,214.22,145.21,131.05,40.38,4480.7,20.82,251.94
2021-09-16,148.79,174.41,213.36,144.37,130.31,41.3,4473.75,20.84,252.33
2021-09-17,146.06,173.13,213.36,141.46,129.17,41.54,4432.99,20.79,253.16
2021-09-20,142.94,167.79,209.5,139.02,128.29,41.28,4357.73,20.55,243.39
2021-09-21,143.43,167.18,208.51,139.65,127.01,40.55,4354.19,20.36,246.46
2021-09-22,145.85,169.0,216.98,140.94,128.59,43.02,4395.64,20.4,250.65
2021-09-23,146.83,170.8,221.1,141.83,130.6,44.65,4448.98,20.53,251.21
2021-09-24,146.92,171.28,221.39,142.63,131.33,44.62,4455.48,20.49,258.13
2021-09-27,145.37,170.29,224.16,141.5,132.35,45.09,4443.11,20.69,263.79
2021-09-28,141.91,165.8,218.41,136.18,131.31,44.88,4352.63,20.57,259.19
2021-09-29,142.83,165.06,225.36,134.52,132.94,43.85,4359.46,20.69,260.44
2021-09-30,141.5,164.25,219.94,133.27,132.7,43.15,4307.54,20.4,258.49
