Date,AAPL,AMZN,BA,GOOG,IBM,MGM,SP500,T,TSLA
2023-01-05,125.02,83.12,204.99,86.77,141.11,35.15,3808.1,19.21,110.34
2023-01-06,129.62,86.08,213.0,88.16,143.7,37.2,3895.08,19.53,113.06
2023-01-09,130.15,87.36,208.57,88.8,143.55,37.64,3892.09,19.04,119.77
2023-01-10,130.73,89.87,206.69,89.24,144.8,38.85,3919.25,19.47,118.85
2023-01-11,133.49,95.09,208.03,92.26,145.26,38.58,3969.61,19.41,123.22
2023-01-12,133.41,95.27,214.32,91.91,145.55,38.93,3983.17,19.41,123.56
2023-01-13,134.76,98.12,214.13,92.8,145.89,39.54,3999.09,19.55,122.4
2023-01-17,135.94,96.05,211.41,92.16,145.19,38.97,3990.97,19.33,131.49
2023-01-18,135.21,95.46,209.41,91.78,140.41,38.28,3928.86,19.02,128.78
2023-01-19,135.27,93.68,207.09,93.91,140.62,38.16,3898.85,18.94,127.17
2023-01-20,137.87,97.25,206.76,99.28,141.2,39.05,3972.61,19.23,133.42
2023-01-23,141.11,97.52,209.97,101.21,141.86,39.9,4019.81,19.1,143.75
2023-01-24,142.53,96.32,211.98,99.21,141.49,40.28,4016.95,19.16,143.89
2023-01-25,141.86,97.18,212.68,96.73,140.76,40.28,4016.22,20.42,144.43
2023-01-26,143.96,99.22,212.73,99.16,134.45,40.91,4060.43,20.0,160.27
2023-01-27,145.93,102.24,211.17,100.71,134.39,41.01,4070.56,19.95,177.9
2023-01-30,143.0,100.55,209.67,97.95,135.3,39.86,4017.77,20.16,166.66
2023-01-31,144.29,103.13,213.0,99.87,134.73,41.41,4076.6,20.37,173.22
2023-02-01,145.43,105.15,214.75,101.43,135.09,41.91,4119.21,20.18,181.41
2023-02-02,150.82,112.91,209.34,108.8,136.39,41.39,4179.76,20.28,188.27
2023-02-03,154.5,103.39,206.01,105.22,136.94,41.71,4136.48,19.83,189.98
2023-02-06,151.73,102.18,206.81,103.47,136.18,41.24,4111.08,19.58,194.76
2023-02-07,154.65,102.11,214.76,108.04,135.84,41.99,4164.0,19.25,196.81
2023-02-08,151.92,100.05,213.5,100.0,135.98,41.43,4117.86,19.16,201.29
2023-02-09,150.87,98.24,211.99,95.46,133.75,44.1,4081.5,18.97,207.32
2023-02-10,151.01,97.61,212.89,94.86,135.6,43.83,4090.46,19.07,196.89
2023-02-13,153.85,99.54,215.65,95.0,137.35,44.12,4137.29,19.26,194.64
2023-02-14,153.2,99.7,218.45,94.95,136.01,44.14,4136.13,19.15,209.25
2023-02-15,155.33,101.16,217.44,97.1,136.4,44.18,4147.6,19.25,214.24
2023-02-16,153.71,98.15,212.21,95.78,135.0,44.2,4090.41,19.26,202.04
2023-02-17,152.55,97.2,211.66,94.59,135.02,43.56,4079.09,19.44,208.31
2023-02-21,148.48,94.58,205.52,92.05,131.71,42.98,3997.34,19.21,197.37
2023-02-22,148.91,95.79,205.76,91.8,130.97,43.27,3991.05,19.38,200.86
2023-02-23,149.4,95.82,208.13,91.07,130.79,43.15,4012.32,19.35,202.07
2023-02-24,146.71,93.5,198.15,89.35,130.57,42.6,3970.04,19.24,196.88
2023-02-27,147.92,93.76,200.46,90.1,130.49,42.84,3982.24,19.03,207.63
2023-02-28,147.41,94.23,201.55,90.3,129.3,43.01,3970.15,18.91,205.71
2023-03-01,145.31,92.17,204.55,90.51,128.19,44.38,3951.39,18.66,202.77
2023-03-02,145.91,92.13,210.06,92.31,128.93,45.27,3981.35,18.66,190.9
2023-03-03,151.03,94.9,215.11,94.02,129.64,45.91,4045.64,18.81,197.79
2023-03-06,153.83,93.75,211.92,95.58,130.19,45.29,4048.42,18.77,193.81
2023-03-07,151.6,93.55,207.92,94.17,128.25,44.82,3986.37,18.71,187.71
2023-03-08,152.87,93.92,207.2,94.65,128.05,45.18,3992.01,18.61,182.0
2023-03-09,150.59,92.25,201.24,92.66,126.16,43.18,3918.32,18.32,172.92
2023-03-10,148.5,90.73,203.07,91.01,125.45,42.68,3861.59,18.43,173.44
2023-03-13,150.47,92.43,203.37,91.66,125.58,41.74,3855.76,18.3,174.48
2023-03-14,152.59,94.88,207.28,94.25,124.65,42.33,3919.29,18.44,183.26
2023-03-15,152.99,96.2,198.21,96.55,123.28,41.04,3891.93,18.31,180.45
2023-03-16,155.85,100.04,203.19,101.07,124.7,41.95,3960.28,18.39,184.13
2023-03-17,155.0,98.95,201.05,102.46,123.69,41.25,3916.64,18.13,180.13
2023-03-20,157.4,97.71,204.77,101.93,125.94,41.79,3951.57,18.49,183.25
2023-03-21,159.28,100.61,204.7,105.84,126.57,42.68,4002.87,18.54,197.58
2023-03-22,157.83,98.7,196.16,104.22,124.05,41.59,3936.97,18.39,191.15
2023-03-23,158.93,98.71,197.9,106.26,123.37,41.23,3948.72,18.46,192.22
2023-03-24,160.25,98.13,197.53,106.06,125.29,41.11,3970.99,18.61,190.41
2023-03-27,158.28,98.04,200.57,103.06,129.31,41.73,3977.53,18.87,191.81
2023-03-28,157.65,97.24,204.96,101.36,129.34,41.81,3971.27,18.72,189.19
2023-03-29,160.77,100.25,207.97,101.9,129.71,43.08,4027.81,19.0,193.88
2023-03-30,162.36,102.0,211.04,101.32,129.22,43.33,4050.83,19.08,195.28
2023-03-31,164.9,103.29,212.43,104.0,131.09,44.42,4109.31,19.25,207.46
2023-04-03,166.17,102.41,215.39,104.91,132.06,44.25,4124.51,19.39,194.77
2023-04-04,165.63,103.95,213.9,105.12,131.6,44.03,4100.6,19.64,192.58
2023-04-05,163.76,101.1,210.0,104.95,132.14,43.18,4090.38,19.88,185.52
2023-04-06,164.66,102.06,211.37,108.9,130.5,42.98,4105.02,19.65,185.06
2023-04-10,162.03,102.17,210.78,106.95,131.03,43.18,4109.11,19.57,184.51
2023-04-11,160.8,99.92,212.32,106.12,130.42,43.36,4108.94,19.69,186.79
2023-04-12,160.1,97.83,212.34,105.22,128.54,42.98,4091.95,19.77,180.54
2023-04-13,165.56,102.4,213.59,108.19,127.9,43.6,4146.22,19.96,185.9
2023-04-14,165.21,102.51,201.71,109.46,128.14,43.55,4137.64,19.93,185.0
2023-04-17,165.23,102.74,205.03,106.42,127.82,43.88,4151.32,19.79,187.04
2023-04-18,166.47,102.3,208.37,105.12,127.78,44.59,4154.87,19.82,184.31
2023-04-19,167.63,104.3,208.71,105.02,126.32,44.64,4154.52,19.7,180.59
2023-04-20,166.65,103.81,207.23,105.9,126.36,44.6,4129.79,17.65,162.99
2023-04-21,165.02,106.96,205.15,105.91,125.73,44.88,4133.52,18.22,165.08
2023-04-24,165.33,106.21,205.77,106.78,125.4,44.75,4137.04,17.53,162.55
2023-04-25,163.77,102.57,202.19,104.61,125.89,43.44,4071.63,17.51,160.67
2023-04-26,163.76,104.98,203.03,104.45,125.85,42.37,4055.99,17.2,153.75
2023-04-27,168.41,109.82,206.04,108.37,126.97,43.39,4135.35,17.61,160.19
2023-04-28,169.68,105.45,206.78,108.22,126.41,44.92,4169.48,17.67,164.31
2023-05-01,169.59,102.05,203.87,107.71,126.09,46.04,4167.87,17.5,161.83
2023-05-02,168.54,103.63,203.25,105.98,125.16,45.95,4119.58,17.07,160.31
2023-05-03,167.45,103.65,200.93,106.12,123.45,43.74,4090.75,17.09,160.61
2023-05-04,165.79,104.0,197.05,105.21,122.57,42.81,4061.22,16.91,161.2
2023-05-05,173.57,105.66,198.34,106.22,123.65,43.14,4136.25,17.13,170.06
2023-05-08,173.5,105.83,197.26,108.24,123.4,43.44,4138.12,17.12,171.79
2023-05-09,171.77,106.62,201.88,107.94,121.17,43.39,4119.17,17.02,169.15
2023-05-10,173.56,110.19,200.84,112.28,122.02,42.88,4137.64,17.04,168.54
2023-05-11,173.75,112.18,201.84,116.9,120.9,42.52,4130.62,16.96,172.08
2023-05-12,172.57,110.26,200.7,117.92,122.84,41.97,4124.08,17.03,167.98
2023-05-15,172.07,111.2,202.77,116.96,123.36,42.69,4136.28,16.95,166.35
2023-05-16,172.07,113.4,200.87,120.09,123.46,41.15,4109.9,16.53,166.52
2023-05-17,172.69,115.5,206.87,121.48,125.71,42.19,4158.77,16.66,173.86
2023-05-18,175.05,118.15,207.24,123.52,126.15,42.94,4198.05,16.55,176.89
2023-05-19,,,205.49,,,,,,
2023-05-22,174.2,115.01,205.91,125.87,127.5,42.33,4192.63,16.38,188.87
2023-05-23,171.56,114.99,202.6,123.29,128.18,40.17,4145.58,16.1,185.77
2023-05-24,171.84,116.75,199.27,121.64,125.68,39.83,4115.24,15.95,182.9
2023-05-25,172.99,115.0,200.87,124.35,126.76,39.96,4151.28,15.15,184.47
2023-05-26,175.43,120.11,203.63,125.43,128.89,40.39,4205.45,15.5,193.17
2023-05-30,177.3,121.66,204.69,124.64,129.48,39.64,4205.52,15.64,201.16
2023-05-31,177.25,120.58,205.7,123.37,128.59,39.29,4179.83,15.73,203.93
2023-06-01,180.09,122.77,207.96,124.37,129.82,39.12,4221.02,15.81,207.52
2023-06-02,180.95,124.25,213.32,125.23,132.42,40.71,4282.37,15.21,213.97
2023-06-05,179.58,125.3,208.78,126.63,132.64,40.76,4273.79,15.39,217.61
2023-06-06,179.21,126.61,207.29,127.91,132.69,41.31,4283.85,15.67,221.31
2023-06-07,177.82,121.23,211.93,122.94,134.38,41.53,4267.52,16.1,224.57
2023-06-08,180.57,124.25,218.11,122.67,134.41,41.57,4293.93,16.07,234.86
2023-06-09,180.96,123.43,217.31,122.87,135.3,41.33,4298.86,15.95,244.4
2023-06-12,183.79,126.57,221.56,124.35,136.42,42.8,4338.93,15.93,249.83
2023-06-13,183.31,126.66,220.38,124.43,137.6,44.23,4369.01,15.82,258.71
2023-06-14,183.95,126.42,216.9,124.38,137.2,43.84,4372.59,15.84,256.79
2023-06-15,186.01,127.11,219.41,125.79,138.4,43.72,4425.84,16.03,255.9
2023-06-16,184.92,125.49,219.99,124.06,137.48,42.64,4409.59,16.06,260.54
2023-06-20,185.01,125.78,212.37,123.85,135.96,43.06,4388.71,15.78,274.45
2023-06-21,183.96,124.83,212.08,121.26,133.69,42.93,4365.69,15.61,259.46
2023-06-22,187.0,130.15,205.61,123.87,131.17,42.5,4381.89,15.58,264.61
2023-06-23,186.68,129.33,205.41,123.02,129.43,41.38,4348.33,15.45,256.6
2023-06-26,185.27,127.33,205.58,119.09,131.34,41.75,4328.82,15.63,241.05
2023-06-27,188.06,129.18,209.43,119.01,132.34,42.44,4378.41,15.84,250.21
2023-06-28,189.25,129.04,210.72,121.08,131.76,42.36,4376.86,15.78,256.24
2023-06-29,189.59,127.9,211.83,120.01,134.06,43.01,4396.44,15.98,257.5
2023-06-30,193.97,130.36,211.16,120.97,133.81,43.92,4450.38,15.95,261.77
2023-07-03,192.46,130.22,210.92,120.56,133.67,43.8,4455.59,16.12,279.82
2023-07-05,191.33,130.38,213.31,122.63,134.24,42.49,4446.82,16.07,282.48
2023-07-06,191.81,128.36,212.62,120.93,132.16,42.09,4411.59,15.87,276.54
2023-07-07,190.68,129.78,212.1,120.14,132.08,43.09,4398.95,15.61,274.43
2023-07-10,188.61,127.13,213.31,116.87,132.9,45.5,4409.53,15.27,269.61
2023-07-11,188.08,128.78,218.76,117.71,134.44,46.62,4439.26,15.23,269.79
2023-07-12,189.77,130.8,217.11,119.62,132.84,47.06,4472.16,15.12,271.99
2023-07-13,190.54,134.3,216.85,124.83,133.92,48.99,4510.04,15.12,277.9
2023-07-14,190.69,134.68,213.12,125.7,133.4,48.26,4505.42,14.5,281.38
2023-07-17,193.99,133.56,211.87,125.06,134.24,48.19,4522.79,13.53,290.38
2023-07-18,193.73,132.83,211.57,124.08,135.36,49.89,4554.98,13.45,293.34
2023-07-19,195.1,135.36,208.6,122.78,135.48,49.93,4565.72,14.59,291.26
2023-07-20,193.13,129.96,213.61,119.53,138.38,49.75,4534.87,14.66,262.9
2023-07-21,191.94,130.0,211.8,120.31,138.94,49.62,4536.34,14.76,260.02
2023-07-24,192.75,128.8,215.87,121.88,139.54,49.0,4554.64,14.95,269.06
2023-07-25,193.62,129.13,214.12,122.79,140.33,49.71,4567.46,14.8,265.28
2023-07-26,194.5,128.15,232.8,129.66,141.07,50.17,4566.75,14.89,264.35
2023-07-27,193.22,128.25,233.75,129.87,142.97,50.09,4537.41,14.51,255.71
2023-07-28,195.83,132.21,238.69,133.01,143.45,50.9,4582.23,14.45,266.44
2023-07-31,196.45,133.68,238.85,133.11,144.18,50.77,4588.96,14.52,267.43
2023-08-01,195.61,131.69,238.01,131.89,143.33,50.03,4576.73,14.3,261.07
2023-08-02,192.58,128.21,231.38,128.64,144.17,49.26,4513.39,14.35,254.11
2023-08-03,191.17,128.91,231.36,128.77,144.45,45.76,4501.89,14.09,259.32
2023-08-04,181.99,139.57,231.36,128.54,144.24,44.99,4478.03,14.0,253.86
2023-08-07,178.85,142.22,238.25,131.94,146.18,45.7,4518.44,14.01,251.45
2023-08-08,179.8,139.94,238.04,131.84,145.91,45.99,4499.38,14.18,249.7
2023-08-09,178.19,137.85,237.86,130.15,142.49,45.75,4467.71,14.27,242.19
2023-08-10,177.97,138.56,238.26,130.21,143.25,46.48,4468.83,14.17,245.34
2023-08-11,177.79,138.41,235.72,130.17,143.12,45.83,4464.05,14.37,242.65
2023-08-14,179.46,140.57,236.71,131.83,141.91,45.66,4489.72,14.26,239.76
2023-08-15,177.45,137.67,232.26,130.27,141.87,44.18,4437.86,14.14,232.96
2023-08-16,176.57,135.07,229.95,129.11,140.64,43.73,4404.33,14.1,225.6
2023-08-17,174.0,133.98,224.54,130.46,140.66,42.55,4370.36,14.01,219.22
2023-08-18,174.49,133.22,226.65,128.11,141.41,42.54,4369.71,14.05,215.49
2023-08-21,175.84,134.68,227.22,128.93,142.28,42.29,4399.77,14.1,231.28
2023-08-22,177.23,134.25,230.07,129.69,141.49,42.64,4387.55,14.26,233.19
2023-08-23,181.12,135.52,228.58,133.21,143.41,43.09,4436.01,14.16,236.86
2023-08-24,176.38,131.84,217.31,130.42,143.55,42.4,4376.31,14.15,230.04
2023-08-25,178.61,133.26,223.41,130.69,145.35,42.17,4405.71,14.11,238.59
2023-08-28,180.19,133.14,227.06,131.79,146.02,43.13,4433.31,14.21,238.82
2023-08-29,184.12,134.91,227.25,135.49,146.45,43.58,4497.63,14.77,257.18
2023-08-30,187.65,135.07,228.85,136.93,146.86,44.03,4514.87,14.73,256.9
2023-08-31,187.87,138.01,224.03,137.35,146.83,43.98,4507.66,14.79,258.08
2023-09-01,189.46,138.12,223.4,136.8,147.94,44.35,4515.77,14.65,245.01
2023-09-05,189.7,137.27,222.57,136.71,148.13,43.22,4496.83,14.48,256.49
2023-09-06,182.91,135.36,217.95,135.37,148.06,43.47,4465.48,14.61,251.92
2023-09-07,177.56,137.85,216.05,136.2,147.52,43.4,4451.14,14.61,251.49
2023-09-08,178.18,138.23,211.27,137.2,147.68,43.74,4457.49,14.4,248.5
2023-09-11,179.36,143.1,211.01,137.74,148.38,42.7,4487.46,14.52,273.58
2023-09-12,176.3,141.23,210.65,136.07,146.3,41.99,4461.9,14.46,267.48
2023-09-13,174.21,144.85,208.4,137.5,146.55,41.47,4467.44,14.62,271.3
2023-09-14,175.74,144.72,209.05,138.99,147.35,41.58,4505.1,15.06,276.04
2023-09-15,175.01,140.39,208.11,138.3,145.99,41.08,4450.32,15.23,274.39
2023-09-18,177.97,139.98,205.12,138.96,145.09,40.29,4453.53,15.09,265.28
2023-09-19,179.07,137.63,204.48,138.83,146.52,39.2,4443.95,15.21,266.5
2023-09-20,175.49,135.29,202.37,134.59,149.83,38.77,4402.2,15.55,262.59
2023-09-21,173.93,129.33,199.95,131.36,147.38,37.03,4330.0,15.31,255.7
2023-09-22,174.79,129.12,197.71,131.25,146.91,36.54,4320.06,15.12,244.88
2023-09-25,176.08,131.27,198.78,132.17,146.48,36.86,4337.44,15.06,246.99
2023-09-26,171.96,125.98,195.64,129.45,143.24,36.85,4273.53,15.02,244.12
2023-09-27,170.43,125.98,195.46,131.46,143.17,36.49,4274.51,14.87,240.5
2023-09-28,170.69,125.98,190.43,133.13,141.58,36.64,4299.7,15.01,246.38
2023-09-29,171.21,127.12,191.68,131.85,140.3,36.76,4288.05,15.02,250.22
2023-10-02,173.75,129.46,187.83,135.17,140.8,36.79,4288.39,14.67,251.6
2023-10-03,172.4,124.72,188.92,133.3,140.39,35.72,4229.45,14.78,246.53
2023-10-04,173.66,127.0,186.73,136.27,141.07,35.16,4263.75,14.65,261.16
2023-10-05,174.91,125.96,186.29,135.99,141.52,34.79,4258.19,14.83,260.05
2023-10-06,177.49,127.96,187.38,138.73,142.03,36.48,4308.5,14.45,260.53
2023-10-09,178.99,128.26,188.49,139.5,142.2,37.18,4335.66,14.73,259.67
2023-10-10,178.39,129.48,193.53,139.2,142.11,37.39,4358.24,14.96,263.62
2023-10-11,179.8,131.83,196.07,141.7,143.23,38.01,4376.95,14.77,262.99
2023-10-12,180.71,132.33,191.3,140.29,141.24,37.16,4349.61,14.45,258.87
2023-10-13,178.85,129.79,184.91,138.58,138.46,36.44,4327.78,14.36,251.12
2023-10-16,178.72,132.55,184.93,140.49,139.21,36.95,4373.63,14.41,253.92
2023-10-17,177.15,131.47,185.6,140.99,140.32,36.84,4373.2,14.58,254.85
2023-10-18,175.84,128.13,185.69,139.28,139.97,35.63,4314.6,14.32,242.68
2023-10-19,175.46,128.4,182.79,138.98,138.01,35.99,4278.0,15.26,220.11
2023-10-20,172.88,125.17,180.04,136.74,137.16,35.25,4224.16,15.38,211.99
2023-10-23,173.0,126.56,181.03,137.9,136.38,36.64,4217.04,14.95,212.08
2023-10-24,173.44,128.56,182.36,140.12,137.79,36.66,4247.68,15.53,216.52
2023-10-25,171.1,121.39,177.73,126.67,137.08,34.63,4186.77,15.19,212.42
2023-10-26,166.89,119.57,179.09,123.44,143.76,34.84,4137.23,15.12,205.76
2023-10-27,168.22,127.74,179.69,123.4,142.52,34.23,4117.37,14.82,207.3
2023-10-30,170.29,132.71,182.35,125.75,142.63,34.83,4166.82,15.26,197.36
2023-10-31,170.77,133.09,186.82,125.3,144.64,34.92,4193.8,15.4,200.84
2023-11-01,173.97,137.0,189.38,127.57,145.4,34.97,4237.86,15.58,205.66
2023-11-02,177.57,138.07,192.01,128.58,147.01,36.25,4317.78,15.73,218.51
2023-11-03,176.65,138.6,195.05,130.37,147.9,38.16,4358.34,15.88,219.96
2023-11-06,179.23,139.74,192.95,131.45,148.97,38.28,4365.98,15.75,219.27
2023-11-07,181.82,142.71,191.41,132.4,148.83,38.27,4378.38,15.84,222.18
2023-11-08,182.89,142.08,191.83,133.26,148.03,38.65,4382.78,15.65,222.11
2023-11-09,182.41,140.6,193.33,131.69,146.62,38.21,4347.35,15.63,209.98
2023-11-10,186.4,143.56,196.65,134.06,149.02,38.74,4415.24,15.64,214.65
2023-11-13,184.8,142.59,204.54,133.64,148.1,37.94,4411.55,15.58,223.71
2023-11-14,187.44,145.8,207.47,135.43,150.41,40.26,4495.7,15.63,237.41
2023-11-15,188.01,143.2,208.71,136.38,152.58,40.63,4502.88,15.76,242.84
2023-11-16,189.71,142.83,206.6,138.7,153.06,40.21,4508.24,15.88,233.59
2023-11-17,189.69,145.18,208.04,136.94,152.89,39.8,4514.02,15.9,234.3
2023-11-20,191.45,146.13,217.71,137.92,154.35,40.31,4547.38,16.1,235.6
2023-11-21,190.64,143.9,218.27,138.62,153.91,39.86,4538.19,16.19,241.2
2023-11-22,191.31,146.71,219.91,140.02,155.13,40.35,4556.62,16.17,234.21
2023-11-24,189.97,146.74,220.0,138.22,155.18,40.22,4559.34,16.21,235.45
2023-11-27,189.79,147.73,219.3,138.05,155.57,40.05,4550.43,16.21,236.08
2023-11-28,190.4,147.03,222.37,138.62,155.65,39.73,4554.89,16.18,246.72
2023-11-29,189.37,146.32,224.43,136.4,156.41,39.43,4550.58,16.3,244.14
2023-11-30,189.95,146.09,231.63,133.92,158.56,39.44,4567.8,16.57,240.08
2023-12-01,191.24,147.03,233.87,133.32,160.55,40.84,4594.63,16.76,238.83
2023-12-04,189.43,144.84,234.87,130.63,161.1,40.35,4569.78,16.66,235.58
2023-12-05,193.42,146.88,234.16,132.39,161.39,39.13,4567.18,17.22,238.72
2023-12-06,192.32,144.52,236.89,131.43,160.28,39.37,4549.34,16.94,239.37
2023-12-07,194.27,146.88,237.33,138.45,160.22,39.81,4585.59,17.09,242.64
2023-12-08,195.71,147.42,244.7,136.64,161.96,41.42,4604.37,16.92,243.84
2023-12-11,193.18,145.89,248.08,134.7,163.51,43.54,4622.44,16.62,239.74
2023-12-12,194.71,147.48,248.63,133.64,164.71,43.37,4643.7,16.41,237.01
2023-12-13,197.96,148.84,250.91,133.97,163.62,43.75,4707.09,16.45,239.29
2023-12-14,198.11,147.42,256.24,133.2,162.91,44.66,4719.55,16.65,251.05
2023-12-15,197.57,149.97,264.27,133.84,162.23,43.1,4719.19,16.52,253.5
2023-12-18,195.89,154.07,260.41,137.19,162.74,43.54,4740.56,16.46,252.08
2023-12-19,196.94,153.79,263.51,138.1,161.56,45.02,4768.37,16.61,257.22
2023-12-20,194.83,152.12,260.25,139.66,160.05,43.49,4698.35,16.4,247.14
2023-12-21,194.68,153.84,262.02,141.8,160.78,44.49,4746.75,16.49,254.5
2023-12-22,193.6,153.42,260.44,142.72,162.14,44.38,4754.63,16.55,252.54
2023-12-26,193.05,153.41,262.79,142.82,163.21,44.66,4774.75,16.57,256.61
2023-12-27,193.15,153.34,262.1,141.44,163.46,44.79,4781.58,16.58,261.44
2023-12-28,193.58,153.38,260.35,141.28,163.75,45.05,4783.35,16.74,253.18
2023-12-29,192.53,151.94,260.66,140.93,163.55,44.68,4769.83,16.78,248.48
2024-01-02,185.64,149.93,251.76,139.56,161.5,45.48,4742.83,17.25,248.42
2024-01-03,184.25,148.47,243.91,140.36,160.1,44.25,4704.81,17.23,238.45
2024-01-04,181.91,144.57,244.94,138.04,160.86,44.35,4688.68,17.15,237.93
2024-01-05,181.18,145.24,249.0,137.39,159.16,44.83,4697.24,17.47,237.49
2024-01-08,185.56,149.1,229.0,140.53,161.14,45.91,4763.54,17.32,240.45
2024-01-09,185.14,151.37,225.76,142.56,160.08,44.61,4756.5,16.95,234.96
2024-01-10,186.19,153.73,227.84,143.8,161.23,43.49,4783.45,16.87,233.94
2024-01-11,185.59,155.18,222.66,143.67,162.16,43.41,4780.24,16.23,227.22
2024-01-12,185.92,154.62,217.7,144.24,165.8,42.37,4783.83,16.48,218.89
2024-01-16,183.63,153.16,200.52,144.08,166.96,42.27,4765.98,16.44,219.91
2024-01-17,182.68,151.71,203.06,142.89,166.08,41.63,4739.21,16.41,215.55
2024-01-18,188.63,153.5,211.61,144.99,166.84,42.86,4780.94,16.4,211.88
2024-01-19,191.56,155.34,215.02,147.97,171.48,43.0,4839.81,16.67,212.19
2024-01-22,193.89,154.78,214.93,147.71,172.83,42.56,4850.43,16.8,208.8
2024-01-23,195.18,156.02,211.5,148.68,173.94,43.05,4864.6,17.19,209.14
2024-01-24,194.5,156.87,214.13,150.35,173.93,42.86,4868.55,16.68,207.83
2024-01-25,194.17,157.75,201.88,153.64,190.43,43.62,4894.16,17.18,182.63
2024-01-26,192.42,159.12,205.47,153.79,187.42,43.65,4890.97,17.29,183.25
2024-01-29,191.73,161.26,205.19,154.84,187.14,43.85,4927.93,17.25,190.93
2024-01-30,188.04,159.0,200.44,153.05,187.87,43.66,4924.97,17.53,191.59
2024-01-31,184.4,155.2,211.04,141.8,183.66,43.37,4845.65,17.69,187.29
2024-02-01,186.86,159.28,209.81,142.71,186.9,44.71,4906.19,18.04,188.86
2024-02-02,185.85,171.81,209.38,143.54,185.79,44.88,4958.61,17.83,187.91
2024-02-05,187.68,170.31,206.63,144.93,183.42,44.51,4942.81,17.73,181.06
2024-02-06,189.3,169.15,208.58,145.41,183.41,44.69,4954.23,17.61,185.1
2024-02-07,189.41,170.53,211.92,146.68,183.74,44.72,4995.06,17.33,187.58
2024-02-08,188.32,169.84,209.22,147.22,184.36,46.43,4997.91,16.82,189.56
2024-02-09,188.85,174.45,209.2,150.22,186.34,46.74,5026.61,16.84,193.57
2024-02-12,187.15,172.34,209.33,148.73,186.16,47.02,5021.84,17.02,188.13
2024-02-13,185.04,168.64,204.46,146.37,183.7,45.66,4953.17,16.9,184.02
2024-02-14,184.15,170.98,203.38,147.14,183.57,42.8,5000.62,16.91,188.71
2024-02-15,183.86,169.8,205.33,143.94,186.87,43.1,5029.73,17.09,200.45
2024-02-16,182.31,169.51,203.89,141.76,187.64,42.54,5005.57,16.97,199.95
2024-02-20,181.56,167.08,203.37,142.2,183.44,42.36,4975.51,16.91,193.76
2024-02-21,182.32,168.59,201.57,143.84,179.7,42.3,4981.8,17.0,194.77
2024-02-22,184.37,174.58,201.5,145.32,184.21,42.43,5087.03,16.59,197.41
2024-02-23,182.52,174.99,200.83,145.29,185.72,42.58,5088.8,16.8,191.97
2024-02-26,181.16,174.73,200.54,138.75,184.13,41.75,5069.53,16.6,199.4
2024-02-27,182.63,173.54,201.4,140.1,184.87,42.0,5078.18,16.83,199.73
2024-02-28,181.42,173.16,207.0,137.43,185.3,42.19,5069.76,16.96,202.04
2024-02-29,180.75,176.76,203.72,139.78,185.03,43.28,5096.27,16.93,201.88
2024-03-01,179.66,178.22,200.0,138.08,188.2,42.96,5137.08,16.98,202.64
2024-03-04,175.1,177.58,200.54,134.2,193.06,42.01,5130.95,16.8,188.14
2024-03-05,170.12,174.12,201.14,133.78,191.95,41.99,5078.65,17.17,180.74
2024-03-06,169.12,173.51,201.0,132.56,196.16,42.03,5104.76,17.18,176.54
2024-03-07,169.0,176.82,203.03,135.24,196.54,42.91,5157.36,17.05,178.65
2024-03-08,170.73,175.35,198.49,136.29,195.95,42.47,5123.69,17.2,175.34
2024-03-11,172.75,171.96,192.49,138.94,191.73,42.64,5117.94,17.33,177.77
2024-03-12,173.23,175.39,184.24,139.62,197.78,42.8,5175.27,17.2,177.54
2024-03-13,171.13,176.56,182.35,140.77,196.7,42.86,5165.31,17.19,169.48
2024-03-14,173.0,178.75,181.15,144.34,193.43,42.77,5150.48,17.01,162.5
2024-03-15,172.62,174.42,182.53,142.17,191.07,42.88,5117.09,17.05,163.57
2024-03-18,173.72,174.48,179.84,148.48,191.69,44.12,5149.42,17.3,173.8
2024-03-19,176.08,175.9,181.14,147.92,193.34,44.47,5178.51,17.17,171.32
2024-03-20,178.67,178.15,187.78,149.68,193.96,44.61,5224.62,17.21,175.66
2024-03-21,171.37,178.15,187.7,148.74,191.9,44.75,5241.53,17.16,172.82
2024-03-22,172.28,178.87,188.85,151.77,190.84,44.47,5234.18,16.98,170.83
2024-03-25,170.85,179.71,191.41,151.15,188.79,44.55,5218.19,17.12,172.63
2024-03-26,169.71,178.3,187.5,151.7,188.5,46.46,5203.58,17.18,177.67
2024-03-27,173.31,179.83,191.95,151.94,190.8,46.6,5248.49,17.55,179.83
2024-03-28,171.48,180.38,192.99,152.26,190.96,47.21,5254.35,17.6,175.79
2024-04-01,170.03,180.97,189.5,156.5,189.83,47.78,5243.77,17.5,175.22
2024-04-02,168.84,180.69,188.04,155.87,188.88,46.42,5205.81,17.52,166.63
2024-04-03,169.65,182.41,184.92,156.37,190.9,46.75,5211.49,17.61,168.38
2024-04-04,168.82,180.0,183.29,151.94,187.94,45.86,5147.21,17.57,171.11
2024-04-05,169.58,185.07,183.14,153.94,189.14,46.53,5204.34,17.42,164.9
2024-04-08,168.45,185.19,181.56,156.14,189.82,46.3,5202.39,17.25,172.98
2024-04-09,169.67,185.67,178.12,158.14,189.31,46.41,5209.91,16.9,176.88
2024-04-10,167.78,185.95,174.63,157.66,186.04,44.68,5160.64,16.73,171.76
