Date,Open,High,Low,Close,Volume
08-09-2019,15.74,15.93,15.59,15.67,"5,84,73,657"
08-12-2019,15.53,15.72,15.25,15.27,"6,99,59,052"
08/13/2019,15.25,15.73,15.17,15.67,"7,30,34,967"
08/14/2019,15.41,15.43,14.45,14.64,"14,34,38,874"
08/15/2019,14.72,14.77,14.1,14.38,"12,34,79,275"
08/16/2019,14.44,14.82,14.4,14.66,"7,81,10,637"
08/19/2019,14.95,15.19,14.78,15.12,"7,96,76,216"
08/20/2019,15.17,15.27,14.97,15.06,"6,25,57,902"
08/21/2019,14.8,14.88,14.51,14.72,"11,69,96,155"
08/22/2019,14.85,15.03,14.55,14.81,"9,84,74,456"
08/23/2019,14.66,14.74,14.07,14.09,"12,83,95,554"
08/26/2019,14.24,14.33,14.1,14.33,"7,58,16,207"
08/27/2019,14.38,14.59,14.14,14.27,"8,13,10,901"
08/28/2019,14.25,14.48,14.15,14.37,"4,85,79,373"
08/29/2019,14.6,14.89,14.53,14.78,"7,77,46,557"
08/30/2019,15.28,15.5,14.95,15.04,"13,99,16,634"
09-03-2019,14.94,15.26,14.88,15,"8,04,08,186"
09-04-2019,15.13,15.23,14.61,14.71,"8,65,30,436"
09-05-2019,14.83,15.32,14.72,15.31,"11,10,49,825"
09-06-2019,15.15,15.31,15.01,15.16,"6,28,40,577"
09-09-2019,15.33,15.58,15.28,15.45,"7,20,40,032"
09-10-2019,15.39,15.7,15.26,15.7,"7,32,55,707"
09-11-2019,15.83,16.54,15.73,16.47,"15,06,41,693"
09-12-2019,16.51,16.9,16.29,16.39,"12,87,18,144"
09/13/2019,16.46,16.56,16.32,16.35,"7,96,97,171"
09/16/2019,16.4,16.5,16.08,16.19,"7,09,21,437"
09/17/2019,16.16,16.37,16.02,16.32,"5,92,03,632"
09/18/2019,16.33,16.54,16.16,16.23,"6,34,21,542"
09/19/2019,16.4,16.53,16.32,16.44,"7,32,47,007"
09/20/2019,16.43,16.46,15.88,16.04,"9,75,93,956"
09/23/2019,16,16.35,15.95,16.08,"6,58,74,447"
09/24/2019,16.1,16.13,14.84,14.88,"19,41,16,641"
09/25/2019,14.97,15.27,14.56,15.25,"14,16,64,269"
09/26/2019,15.38,16.22,15.16,16.17,"18,11,81,842"
09/27/2019,16.15,16.58,15.92,16.14,"16,68,47,693"
09/30/2019,16.2,16.27,15.74,16.06,"8,91,92,411"
10-01-2019,16.1,16.4,15.94,16.31,"9,29,44,346"
10-02-2019,16.22,16.31,15.96,16.21,"9,38,48,216"
10-03-2019,15.46,15.63,14.95,15.54,"22,70,66,390"
10-04-2019,15.44,15.65,15.2,15.43,"12,03,17,695"
10-07-2019,15.32,15.9,15.24,15.85,"12,13,04,350"
10-08-2019,15.72,16.26,15.63,16,"13,05,35,064"
10-09-2019,16.09,16.49,16.04,16.3,"10,40,25,490"
10-10-2019,16.35,16.62,16.11,16.32,"9,47,01,251"
10-11-2019,16.48,16.74,16.45,16.53,"12,73,22,394"
10/14/2019,16.53,17.24,16.48,17.13,"15,34,02,893"
10/15/2019,17.18,17.33,16.94,17.19,"9,71,91,836"
10/16/2019,17.16,17.47,17.13,17.32,"10,05,64,541"
10/17/2019,17.5,17.65,17.34,17.46,"7,16,85,642"
10/18/2019,17.38,17.52,17.01,17.13,"8,63,04,986"
10/21/2019,17.22,17.3,16.68,16.9,"7,66,21,512"
10/22/2019,16.95,17.22,16.72,17.04,"6,93,76,422"
10/23/2019,16.97,17.08,16.76,16.98,"16,82,42,693"
10/24/2019,19.89,20.33,19.28,19.98,"44,72,88,430"
10/25/2019,19.85,22,19.74,21.88,"45,00,91,300"
10/28/2019,21.84,22.72,21.51,21.85,"28,30,54,323"
10/29/2019,21.33,21.62,20.98,21.08,"19,02,64,042"
10/30/2019,20.87,21.25,20.66,21,"14,46,27,144"
10/31/2019,20.87,21.27,20.87,20.99,"7,60,04,337"
11-01-2019,21.09,21.1,20.65,20.89,"9,57,58,931"
11-04-2019,20.99,21.46,20.62,21.16,"13,18,05,594"
11-05-2019,21.31,21.57,21.07,21.15,"10,41,51,250"
11-06-2019,21.2,21.78,20.97,21.77,"11,91,13,975"
11-07-2019,21.94,22.77,21.87,22.37,"21,70,10,255"
11-08-2019,22.3,22.5,22.17,22.48,"9,11,13,311"
11-11-2019,22.93,23.28,22.8,23.01,"14,99,05,328"
11-12-2019,23.13,23.36,22.94,23.33,"11,03,90,740"
11/13/2019,23.67,23.76,23.01,23.07,"12,70,17,954"
11/14/2019,23.07,23.59,22.86,23.29,"9,70,75,541"
11/15/2019,23.38,23.52,23.22,23.48,"7,21,88,442"
11/18/2019,23.53,23.54,23.07,23.33,"6,61,27,572"
11/19/2019,23.45,24,23.19,23.97,"11,60,41,165"
11/20/2019,24,24.08,23.3,23.48,"10,10,09,471"
11/21/2019,23.63,24.06,23.6,23.66,"9,16,50,191"
11/22/2019,22.68,22.73,22,22.2,"25,30,59,604"
11/25/2019,22.95,22.97,22.3,22.42,"18,51,86,542"
11/26/2019,22.35,22.37,21.81,21.93,"11,93,43,580"
11/27/2019,22.07,22.26,21.9,22.09,"8,34,51,881"
11/29/2019,22.07,22.08,21.83,22,"3,69,84,433"
12-02-2019,21.96,22.43,21.91,22.32,"9,12,29,786"
12-03-2019,22.17,22.53,22.15,22.41,"9,92,02,136"
12-04-2019,22.52,22.52,22.19,22.2,"8,30,43,806"
12-05-2019,22.19,22.29,21.82,22.02,"5,60,54,638"
12-06-2019,22.33,22.59,22.32,22.39,"11,42,84,050"
12-09-2019,22.44,22.96,22.34,22.64,"13,56,03,249"
12-10-2019,22.66,23.38,22.62,23.26,"13,25,99,274"
12-11-2019,23.46,23.81,23.41,23.51,"10,37,87,425"
12-12-2019,23.66,24.18,23.55,23.98,"11,66,43,160"
12/13/2019,24.07,24.35,23.64,23.89,"9,73,36,196"
12/16/2019,24.17,25.57,24.17,25.43,"27,33,14,073"
12/17/2019,25.27,25.7,25.06,25.27,"12,75,56,634"
12/18/2019,25.38,26.35,25.37,26.21,"21,20,45,856"
12/19/2019,26.49,27.12,26.43,26.94,"27,18,04,653"
12/20/2019,27.35,27.53,26.68,27.04,"22,17,78,140"
12/23/2019,27.45,28.13,27.33,27.95,"19,99,92,291"
12/24/2019,27.89,28.36,27.51,28.35,"12,08,20,795"
12/26/2019,28.53,28.9,28.42,28.73,"15,97,24,343"
12/27/2019,29,29.02,28.41,28.69,"14,93,52,398"
12/30/2019,28.59,28.6,27.28,27.65,"18,90,19,042"
12/31/2019,27,28.09,26.81,27.89,"15,43,86,893"
01-02-2020,28.3,28.71,28.11,28.68,"14,33,75,784"
01-03-2020,29.37,30.27,29.13,29.53,"26,69,20,473"
01-06-2020,29.36,30.1,29.33,30.1,"15,23,62,493"
01-07-2020,30.76,31.44,30.22,31.27,"27,31,37,103"
01-08-2020,31.58,33.23,31.22,32.81,"46,79,90,844"
01-09-2020,33.14,33.25,31.52,32.09,"42,69,47,816"
01-10-2020,32.12,32.33,31.58,31.88,"19,46,52,441"
01/13/2020,32.9,35.04,32.8,34.99,"39,95,18,247"
01/14/2020,36.28,36.49,34.99,35.86,"43,59,20,696"
01/15/2020,35.32,35.86,34.45,34.57,"26,05,32,469"
01/16/2020,32.92,34.3,32.81,34.23,"32,60,49,736"
01/17/2020,33.84,34.38,33.54,34.03,"20,44,36,056"
01/21/2020,35.35,36.57,35.23,36.48,"26,70,52,083"
01/22/2020,38.13,39.63,37.27,37.97,"47,05,35,444"
01/23/2020,37.62,38.8,37.04,38.15,"29,47,65,572"
01/24/2020,38.04,38.26,36.95,37.65,"21,53,03,991"
01/27/2020,36.13,37.63,35.95,37.2,"20,41,21,056"
01/28/2020,37.9,38.45,37.21,37.79,"17,68,27,342"
01/29/2020,38.38,39.32,37.83,38.73,"27,32,50,068"
01/30/2020,42.16,43.39,41.2,42.72,"43,50,85,181"
01/31/2020,42.67,43.53,42.17,43.37,"23,57,89,055"
02-03-2020,44.91,52.41,44.9,52,"70,85,02,469"
02-04-2020,58.86,64.6,55.59,59.14,"91,40,81,390"
02-05-2020,54.88,56.4,46.94,48.98,"72,63,57,568"
02-06-2020,46.66,53.06,45.8,49.93,"59,82,11,284"
02-07-2020,48.7,51.32,48.67,49.87,"25,59,52,789"
02-10-2020,53.33,54.67,50.16,51.42,"37,03,37,384"
02-11-2020,51.25,52.23,50.53,51.63,"17,54,62,042"
02-12-2020,51.86,52.65,50.89,51.15,"18,03,37,042"
02/13/2020,49.46,54.53,49,53.6,"39,43,40,263"
02/14/2020,52.48,54.2,52.37,53.34,"23,54,05,655"
02/18/2020,56.11,57.33,55.49,57.23,"25,04,75,524"
02/19/2020,61.57,62.99,60.07,61.16,"38,13,44,398"
02/20/2020,60.8,60.8,57.33,59.96,"26,45,23,353"
02/21/2020,60.47,60.87,58.7,60.07,"21,50,91,741"
02/24/2020,55.93,57.57,54.81,55.59,"22,78,82,390"
02/25/2020,56.6,57.11,52.47,53.33,"25,93,57,189"
02/26/2020,52.17,54.22,51.74,51.92,"21,23,07,591"
02/27/2020,48.67,49.32,44.6,45.27,"36,41,57,384"
02/28/2020,41.98,46.03,40.77,44.53,"36,84,62,504"
03-02-2020,47.42,49.58,45.78,49.57,"30,29,24,837"
03-03-2020,53.67,53.8,47.74,49.7,"38,67,59,983"
03-04-2020,50.93,51.1,48.32,49.97,"22,57,34,690"
03-05-2020,48.25,49.72,47.87,48.3,"16,27,89,893"
03-06-2020,46,47.13,45.62,46.9,"18,99,43,792"
03-09-2020,40.36,44.2,40.33,40.53,"25,61,06,089"
03-10-2020,43.96,44.53,40.53,43.02,"23,39,16,590"
03-11-2020,42.68,43.57,40.87,42.28,"20,12,03,841"
03-12-2020,38.73,39.63,36.42,37.37,"28,36,35,753"
03/13/2020,39.67,40.5,33.47,36.44,"33,96,03,765"
03/16/2020,31.3,32.99,29.48,29.67,"30,73,41,901"
03/17/2020,29.33,31.46,26.4,28.68,"35,99,18,684"
03/18/2020,25.93,26.99,23.37,24.08,"35,67,92,384"
03/19/2020,24.98,30.13,23.9,28.51,"45,29,31,895"
03/20/2020,29.21,31.8,28.39,28.5,"42,42,82,511"
03/23/2020,28.91,29.47,27.37,28.95,"24,68,18,254"
03/24/2020,31.82,34.25,31.6,33.67,"34,34,27,505"
03/25/2020,36.35,37.13,34.07,35.95,"31,83,41,266"
03/26/2020,36.49,37.33,34.15,35.21,"26,13,31,189"
03/27/2020,33.67,35.05,32.94,34.29,"21,56,61,141"
03/30/2020,34.02,34.44,32.75,33.48,"17,99,71,042"
03/31/2020,33.42,36.2,33.13,34.93,"26,65,72,338"
04-01-2020,33.6,34.26,31.67,32.1,"20,02,97,691"
04-02-2020,32.07,32.95,29.76,30.3,"29,78,76,467"
04-03-2020,33.97,34.37,31.23,32,"33,84,31,185"
04-06-2020,34.08,34.73,33.2,34.42,"22,35,27,590"
04-07-2020,36.33,37.67,35.49,36.36,"26,87,96,673"
04-08-2020,36.95,37.15,35.56,36.59,"18,98,40,292"
04-09-2020,37.47,38.35,37.14,38.2,"20,47,49,991"
04/13/2020,39.34,43.47,38.7,43.4,"33,71,31,285"
04/14/2020,46.6,49.46,46.16,47.33,"45,86,47,630"
04/15/2020,49.47,50.21,47.33,48.66,"35,36,54,984"
04/16/2020,47.8,50.63,47.11,49.68,"30,98,67,871"
04/17/2020,51.49,51.66,49.84,50.26,"19,69,23,441"
04/20/2020,48.85,51.04,47.48,49.76,"22,11,95,540"
04/21/2020,48.67,50.22,44.92,45.78,"30,31,36,307"
04/22/2020,46.93,48.93,45.91,48.81,"21,33,72,456"
04/23/2020,48.51,48.93,46.88,47.04,"19,85,50,491"
04/24/2020,47.39,48.72,46.55,48.34,"19,85,64,141"
04/27/2020,49.17,53.3,49,53.25,"31,02,21,571"
04/28/2020,53.04,53.67,50.45,51.27,"22,83,29,390"
04/29/2020,52.68,53.55,52.21,53.37,"24,32,39,674"
04/30/2020,57.01,57.99,50.9,52.13,"42,70,77,701"
05-01-2020,50.33,51.52,45.54,46.75,"48,79,77,114"
05-04-2020,46.73,50.8,46.53,50.75,"28,85,56,307"
05-05-2020,52.65,53.26,50.81,51.21,"25,48,74,889"
05-06-2020,51.77,52.65,50.74,52.17,"16,68,48,428"
05-07-2020,51.81,53.09,51.49,52,"17,29,15,342"
05-08-2020,52.92,54.93,52.47,54.63,"24,19,51,339"
05-11-2020,52.7,54.93,52.33,54.09,"24,77,93,989"
05-12-2020,55.13,56.22,53.87,53.96,"23,86,03,655"
05/13/2020,54.72,55.07,50.89,52.73,"28,59,82,337"
05/14/2020,52,53.56,50.93,53.56,"20,52,32,856"
05/15/2020,52.69,53.67,52.44,53.28,"15,77,76,428"
05/18/2020,55.19,55.65,53.59,54.24,"17,54,71,492"
